goal_id,goal_name,action:Z,action:X,action:weak-Z,pair:Z:0,pair:Z:1,pair:X:0,pair:X:1,pair:weak-Z:0,pair:weak-Z:1,normalized_steps,success_rate
0,Z0,0.6111111111111112,0.3888888888888889,0.0,0.2222222222222222,0.3888888888888889,0.2,0.18888888888888888,0.0,0.0,0.3,1.0
1,Z1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0
2,X0,0.5,0.5,0.0,0.10483870967741936,0.3951612903225806,0.3225806451612903,0.1774193548387097,0.0,0.0,0.20666666666666667,1.0
3,X1,0.32666666666666666,0.6733333333333333,0.0,0.11333333333333333,0.21333333333333335,0.41333333333333333,0.26,0.0,0.0,0.25,0.975
4,Z0_X0,0.33797909407665505,0.662020905923345,0.0,0.21254355400696864,0.1254355400696864,0.27177700348432055,0.3902439024390244,0.0,0.0,0.47833333333333333,0.9
5,X0_Z0,0.5847457627118644,0.4152542372881356,0.0,0.23728813559322035,0.3474576271186441,0.22033898305084745,0.19491525423728814,0.0,0.0,0.39333333333333337,1.0
6,weakZ0_Z0,0.5333333333333333,0.4666666666666667,0.0,0.25333333333333335,0.28,0.245,0.22166666666666668,0.0,0.0,1.0,0.0
