goal,Z0,X0,Y0,Z0_X0,X0_Z0,Y0_X1,Z0_X0_Y0
Z0,0.0,0.3890355365763505,1.7138893323468376,0.4181398448108245,0.4143783675788073,0.7320828908924883,0.6872483614473248
X0,0.3890355365763505,0.0,1.6773840324428244,0.1287720394472982,0.3226163691935971,0.48038195325927324,0.5556707109379757
Y0,1.7138893323468376,1.6773840324428244,0.0,1.6991052656119645,1.5118931028932334,1.2736711132189784,1.6205316505755318
Z0_X0,0.4181398448108245,0.1287720394472982,1.6991052656119645,0.0,0.26149188762282294,0.5068469592910579,0.45011969125601176
X0_Z0,0.4143783675788073,0.3226163691935971,1.5118931028932334,0.26149188762282294,0.0,0.4663324103426385,0.3529801998530879
Y0_X1,0.7320828908924883,0.48038195325927324,1.2736711132189784,0.5068469592910579,0.4663324103426385,0.0,0.6349493447511664
Z0_X0_Y0,0.6872483614473248,0.5556707109379757,1.6205316505755318,0.45011969125601176,0.3529801998530879,0.6349493447511664,0.0
