goal,Z0,X0,Y0,Z0_X0,X0_Z0,Y0_X1,Z0_X0_Y0
Z0,0.0,0.05641697843471568,0.4513472894244349,0.08971667191190509,0.20619745843667328,0.3153979085065576,0.19946431644766285
X0,0.05641697843471568,0.0,0.47764407702375794,0.10164244157580696,0.2326573368414156,0.3425653597029459,0.2330522708631775
Y0,0.4513472894244349,0.47764407702375794,0.0,0.43084273973836823,0.2733136179476534,0.15747382672262017,0.2770909656042206
Z0_X0,0.08971667191190509,0.10164244157580696,0.43084273973836823,0.0,0.19688856522008794,0.29547786627732237,0.17587306089353258
X0_Z0,0.20619745843667328,0.2326573368414156,0.2733136179476534,0.19688856522008794,0.0,0.138463330695581,0.10418784449391343
Y0_X1,0.3153979085065576,0.3425653597029459,0.15747382672262017,0.29547786627732237,0.138463330695581,0.0,0.15334565655295243
Z0_X0_Y0,0.19946431644766285,0.2330522708631775,0.2770909656042206,0.17587306089353258,0.10418784449391343,0.15334565655295243,0.0
