goal,Z0,X0,Y0,Z0_X0,X0_Z0,Y0_X1,Z0_X0_Y0
Z0,0.0,1.349307663493222,2.8862386841761434,4.641559136529564,3.362522568995382,2.2380901687905506,4.223896590333237
X0,1.349307663493222,0.0,3.358771460965553,4.008713818030175,2.7117686934547143,2.8678997349594297,4.060439687612489
Y0,2.8862386841761434,3.358771460965553,0.0,4.628985546959729,3.1072045735528717,0.9863699659558368,4.1631012837728845
Z0_X0,4.641559136529564,4.008713818030175,4.628985546959729,0.0,2.9915363663458177,4.497328508887886,2.46462010586811
X0_Z0,3.362522568995382,2.7117686934547143,3.1072045735528717,2.9915363663458177,0.0,3.216942735451068,2.7290731270576196
Y0_X1,2.2380901687905506,2.8678997349594297,0.9863699659558368,4.497328508887886,3.216942735451068,0.0,4.018240501566942
Z0_X0_Y0,4.223896590333237,4.060439687612489,4.1631012837728845,2.46462010586811,2.7290731270576196,4.018240501566942,0.0
