action,action_name,outcome,goal_id,goal_name,mean_delta_distance,samples
0,Z,0,0,Z0,-2.931965615545402,339
0,Z,0,1,X0,0.25962286079879354,339
0,Z,0,2,Y0,0.35390181808696736,339
0,Z,0,3,Z0_X0,-0.6382383765724204,339
0,Z,0,4,X0_Z0,-1.926685258702191,339
0,Z,0,5,Y0_X1,0.32823771361404463,339
0,Z,0,6,Z0_X0_Y0,-0.5154639978324418,339
0,Z,1,0,Z0,0.6093824133276939,384
0,Z,1,1,X0,0.5462796476980051,384
0,Z,1,2,Y0,0.65689063941439,384
0,Z,1,3,Z0_X0,0.5132283916076025,384
0,Z,1,4,X0_Z0,0.5940845136841139,384
0,Z,1,5,Y0_X1,0.6892009551326433,384
0,Z,1,6,Z0_X0_Y0,0.6478370750943819,384
1,X,0,0,Z0,0.05994752558266244,328
1,X,0,1,X0,-3.340016039406381,328
1,X,0,2,Y0,0.028980230412832122,328
1,X,0,3,Z0_X0,-2.5316010335596597,328
1,X,0,4,X0_Z0,-0.6152460880395842,328
1,X,0,5,Y0_X1,0.08741057645983813,328
1,X,0,6,Z0_X0_Y0,0.07759851653401445,328
1,X,1,0,Z0,0.00616200420509551,323
1,X,1,1,X0,0.19461431739500062,323
1,X,1,2,Y0,-0.06806553111356847,323
1,X,1,3,Z0_X0,0.13734704422138794,323
1,X,1,4,X0_Z0,0.17380749847128665,323
1,X,1,5,Y0_X1,-1.1372353181750412,323
1,X,1,6,Z0_X0_Y0,0.030943954692167396,323
2,Y,0,0,Z0,1.508920176929196,151
2,Y,0,1,X0,1.5126692538229836,151
2,Y,0,2,Y0,-3.710092326663188,151
2,Y,0,3,Z0_X0,1.5019642911999431,151
2,Y,0,4,X0_Z0,1.8324732906771022,151
2,Y,0,5,Y0_X1,1.20888392341058,151
2,Y,0,6,Z0_X0_Y0,0.5230462124805577,151
2,Y,1,0,Z0,0.0,42
2,Y,1,1,X0,0.0,42
2,Y,1,2,Y0,0.8338298343476795,42
2,Y,1,3,Z0_X0,0.0,42
2,Y,1,4,X0_Z0,0.2919280869620187,42
2,Y,1,5,Y0_X1,0.7899076143900553,42
2,Y,1,6,Z0_X0_Y0,0.9971792243775868,42
