1.131421367790734350e-01,1.017964071856287400e-01,1.162937283328080718e-01,1.144027734005672869e-01,1.364639142767097302e-01,1.068389536716041616e-01,1.144027734005672869e-01,1.036873621178695248e-01,9.297195083517176273e-02
1.106236289564399844e-01,1.056095267941084270e-01,9.934189909119398032e-02,1.168912566593544311e-01,1.156377311187715418e-01,1.106236289564399844e-01,1.093701034158570951e-01,1.200250705108116545e-01,1.118771544970228737e-01
9.645988957453718871e-02,1.185449821370574836e-01,1.230919129587528388e-01,1.062033127638843805e-01,1.146476128613186096e-01,9.710945112049367001e-02,1.081519974017538105e-01,1.178954205911010023e-01,1.178954205911010023e-01
1.053116364752840067e-01,1.071538225360761376e-01,1.249616211237334906e-01,1.120663186981885190e-01,1.083819465766042434e-01,1.102241326373963742e-01,1.065397605158120986e-01,1.157506908197727946e-01,1.096100706171323352e-01
1.185807656395891641e-01,1.123560535325241194e-01,1.216931216931216864e-01,1.142234671646436411e-01,9.679427326486149397e-02,1.055088702147525676e-01,1.061313414254590748e-01,1.104886399004046116e-01,1.142234671646436411e-01
1.177717226763548286e-01,1.189827429609445902e-01,1.044504995458673952e-01,1.207992733878292396e-01,1.147441719648804176e-01,9.415682712685437272e-02,1.177717226763548286e-01,1.032394792612776196e-01,1.080835603996366939e-01
1.145668041891463040e-01,1.145668041891463040e-01,1.050460171374166946e-01,1.164709615994922315e-01,1.120279276420184100e-01,1.050460171374166946e-01,1.171056807362741981e-01,1.247223103776578801e-01,9.044747699143129704e-02
1.024798326859874542e-01,1.108455333134149984e-01,1.126381834478637628e-01,1.263818344786375725e-01,1.216014341201075571e-01,1.078577830893337336e-01,1.102479832685987482e-01,1.036749327756199546e-01,1.042724828204362048e-01
1.188512068438741243e-01,1.176290864650168105e-01,1.121295447601588779e-01,1.102963641918729004e-01,1.096853040024442366e-01,1.194622670333027742e-01,9.868622059272838531e-02,1.170180262755881467e-01,9.624197983501374398e-02
9.906421426266537322e-02,1.080993868989996720e-01,1.003549532107131381e-01,1.197160374314294867e-01,1.177799290093578533e-01,1.080993868989996720e-01,1.222975153275250026e-01,1.093901258470474369e-01,1.151984511132623373e-01
1.018078020932445260e-01,1.176657151918807515e-01,1.132254995242626128e-01,1.094196003805899126e-01,1.037107516650808692e-01,1.062480177608626647e-01,1.259118300031715765e-01,1.043450681890263215e-01,1.176657151918807515e-01
1.097008159564823171e-01,1.006346328195829587e-01,1.048655182834693222e-01,1.199758235116349381e-01,1.181625868842550581e-01,1.163493502568751919e-01,1.121184647929888145e-01,1.090964037473556997e-01,1.090964037473556997e-01
1.162790697674418589e-01,1.013953488372092981e-01,1.075968992248061973e-01,1.088372093023255854e-01,1.218604651162790709e-01,9.271317829457363657e-02,1.243410852713178333e-01,1.137984496124030964e-01,1.131782945736434093e-01
1.064886681154920828e-01,1.089723688295560350e-01,1.126979199006519772e-01,9.841664079478422422e-02,1.226327227569077860e-01,1.002794163303321884e-01,1.095932940080720230e-01,1.276001241850356904e-01,1.133188450791679652e-01
1.242566510172143923e-01,1.079812206572769995e-01,1.179968701095461675e-01,1.123630672926447527e-01,1.086071987480438233e-01,1.161189358372456959e-01,1.104851330203442811e-01,1.017214397496087608e-01,1.004694835680751130e-01
1.114485271788642623e-01,1.193440631642878891e-01,1.059823868812632824e-01,1.108411782569085902e-01,1.108411782569085902e-01,1.138779228666869092e-01,1.193440631642878891e-01,9.687215305192833914e-02,1.114485271788642623e-01
1.013103227868328571e-01,1.166506871204857770e-01,1.096196868008948583e-01,1.128155960370725436e-01,1.096196868008948583e-01,1.096196868008948583e-01,1.179290508149568595e-01,1.064237775647171591e-01,1.160115052732502428e-01
1.125501079247610281e-01,1.039161270428615447e-01,1.045328399629972260e-01,1.088498304039469677e-01,1.057662658032685749e-01,1.162503854455750885e-01,1.162503854455750885e-01,1.218008017267961790e-01,1.100832562442183166e-01
1.088623121741797012e-01,1.051824593682919307e-01,1.057957681692732327e-01,1.107022385771235795e-01,1.137687825820300480e-01,1.094756209751609893e-01,1.156087089849739402e-01,1.156087089849739402e-01,1.149954001839926382e-01
1.193440631642878891e-01,1.163073185545095700e-01,1.175220163984208865e-01,1.102338293349529319e-01,9.808685089583965566e-02,1.163073185545095700e-01,1.102338293349529319e-01,1.059823868812632824e-01,1.059823868812632824e-01
1.137984496124030964e-01,1.038759689922480606e-01,9.767441860465116144e-02,1.156589147286821717e-01,1.187596899224806213e-01,1.082170542635658983e-01,1.125581395348837221e-01,1.162790697674418589e-01,1.131782945736434093e-01
1.037060105886016825e-01,1.124260355029585851e-01,1.230146371846776721e-01,1.005917159763313612e-01,1.061974462784179424e-01,1.174089068825910909e-01,1.118031765805045097e-01,1.093117408906882637e-01,1.155403301152289064e-01
1.106758080313418185e-01,1.106758080313418185e-01,1.002285341168788757e-01,1.322233104799216408e-01,9.826967025791707999e-02,1.269996735226901763e-01,1.113287626509957551e-01,1.067580803134182132e-01,1.028403525954946079e-01
1.114560695436199872e-01,1.046258925799441186e-01,1.189071716858118577e-01,1.046258925799441186e-01,1.182862465072958696e-01,1.058677429369760947e-01,1.077305184725240589e-01,1.089723688295560350e-01,1.195280968643278457e-01
1.063174114021571692e-01,1.057010785824345211e-01,1.278890600924499354e-01,1.075500770416024654e-01,9.645608628659475825e-02,1.180277349768875245e-01,1.204930662557781168e-01,1.143297380585516221e-01,1.032357473035439149e-01
1.071767309516282046e-01,1.002213088839709193e-01,1.052797976604489399e-01,1.084413531457477098e-01,1.210875750869427753e-01,1.160290863104647546e-01,1.033828643692696753e-01,1.141321530192854899e-01,1.242491305722415451e-01
1.208160663053873124e-01,1.048772712782913563e-01,1.067899266815428710e-01,1.252789289129741801e-01,1.131654446923812535e-01,1.195409627032196359e-01,1.074274784826267093e-01,9.021357985336309060e-02,1.118903410902135770e-01
1.184979993844259838e-01,1.055709449061249666e-01,1.086488150200061592e-01,1.098799630655586390e-01,1.135734072022160646e-01,1.012619267466912942e-01,1.160357032933210242e-01,1.166512773160972571e-01,1.098799630655586390e-01
1.088372093023255854e-01,1.168992248062015460e-01,1.094573643410852726e-01,1.051162790697674487e-01,1.051162790697674487e-01,1.106976744186046469e-01,1.057364341085271359e-01,1.162790697674418589e-01,1.218604651162790709e-01
1.135871247291860148e-01,1.135871247291860148e-01,9.749303621169916334e-02,1.049210770659238651e-01,1.012070566388115073e-01,1.259671928195605084e-01,1.148251315382234627e-01,1.111111111111111049e-01,1.173011451562983587e-01
1.026194144838212668e-01,1.315870570107858240e-01,1.161787365177195663e-01,1.057010785824345211e-01,1.112480739599383678e-01,1.087827426810477616e-01,9.214175654853620778e-02,1.229583975346687230e-01,1.087827426810477616e-01
9.878466812090994087e-02,1.075101277656590887e-01,1.224680585852290365e-01,1.174820816453723965e-01,1.143658460579619757e-01,1.156123402929261496e-01,1.062636335306949148e-01,1.093798691181053356e-01,1.081333748831411617e-01
1.316382362407466922e-01,1.136144190537495963e-01,1.071773414869649221e-01,1.110395880270357294e-01,1.168329578371419403e-01,9.430318635339555999e-02,1.097521725136787890e-01,1.136144190537495963e-01,1.020276794335371745e-01
1.026543012472017902e-01,9.753757595139110614e-02,1.186440677966101725e-01,1.020147105852254599e-01,1.109689798528941534e-01,1.154461144867284933e-01,1.199232491205628331e-01,1.186440677966101725e-01,1.141669331627758188e-01
1.212024304445155076e-01,1.064918452190597997e-01,9.945634793732011092e-02,1.212024304445155076e-01,1.218420211064918518e-01,1.084106172049888045e-01,1.077710265430124742e-01,1.026543012472017902e-01,1.109689798528941534e-01
1.158825386801389384e-01,1.127249763182822800e-01,1.228291758762235508e-01,1.064098515945689910e-01,1.083043890116829749e-01,1.064098515945689910e-01,1.146195137353962779e-01,9.630565203662772022e-02,1.165140511525102618e-01
1.095252869996897332e-01,1.020788085634501963e-01,1.200744647843624002e-01,1.244182438721687933e-01,1.144896059571827440e-01,1.045609680421967086e-01,8.842693143034439929e-02,1.194539249146757687e-01,1.169717654359292563e-01
1.106123757614620035e-01,1.138185315806348186e-01,1.080474511061237514e-01,1.112536069252965665e-01,1.112536069252965665e-01,1.202308432189804488e-01,1.144597627444693816e-01,1.151009939083039446e-01,9.522282782943250479e-02
1.181293653203765587e-01,1.023382933495293051e-01,1.132705739447312510e-01,1.132705739447312510e-01,1.114485271788642623e-01,1.169146674764652283e-01,1.138779228666869092e-01,9.687215305192833914e-02,1.138779228666869092e-01
9.412142627690331387e-02,1.172502409251525851e-01,1.037584323803405068e-01,1.063283006745904258e-01,1.069707677481529090e-01,1.146803726309026661e-01,1.230324445872149064e-01,1.140379055573401829e-01,1.198201092194025041e-01
1.188684923262112586e-01,1.230815528137225445e-01,1.062293108636774008e-01,1.050255792958170314e-01,1.026181161600962927e-01,1.128498344869094255e-01,1.062293108636774008e-01,1.128498344869094255e-01,1.122479687029792339e-01
1.027552674230145929e-01,1.358184764991896276e-01,1.150729335494327377e-01,1.047001620745542927e-01,1.079416531604538154e-01,9.692058346839546590e-02,1.202593192868719602e-01,1.098865478119935152e-01,1.066450567260940063e-01
1.131038472664159661e-01,1.061614116285796994e-01,1.240960370263234080e-01,1.154179924790280642e-01,1.212033555105582888e-01,9.401214926236621527e-02,1.096326294474978258e-01,1.119467746601099239e-01,1.044258027191206223e-01
1.215010765918178998e-01,1.122731467240848935e-01,1.159643186711780960e-01,1.122731467240848935e-01,9.320209166410335644e-02,1.073515841279606281e-01,1.153491233466625715e-01,1.104275607505382922e-01,1.116579513995693690e-01
1.002829298962590321e-01,1.197736560829927716e-01,1.229173215969820848e-01,1.229173215969820848e-01,1.097139264382269719e-01,1.078277271298333923e-01,1.116001257466205654e-01,1.053127947186419389e-01,9.965419679346117221e-02
