1.155428933206710945e-01,1.471984805318138634e-01,7.628996517885407169e-02,1.003482114593225727e-01,7.502374169040836038e-02,1.579613801836023956e-01,1.117442228553339606e-01,1.206077872744539398e-01,9.528331750553972745e-02
1.513179303612105508e-01,9.599739668076798238e-02,9.274324764074194649e-02,1.200780995769606257e-01,1.018548649528148442e-01,1.285388870810283135e-01,1.265863976570126836e-01,7.126586397657012906e-02,1.116173120728929380e-01
1.066626829997012194e-01,1.269793845234538365e-01,9.949208246190618943e-02,9.889453241708992537e-02,9.949208246190618943e-02,7.977293098296982243e-02,9.232148192411114562e-02,1.168210337615775279e-01,1.795637884672841300e-01
7.749766573295985284e-02,9.803921568627450844e-02,1.416122004357298347e-01,7.936507936507936067e-02,1.521942110177404162e-01,1.216931216931216864e-01,1.304077186430127600e-01,7.749766573295985284e-02,1.216931216931216864e-01
1.342918323646375145e-01,6.760477210156011496e-02,1.391862955032119875e-01,9.146527990211074377e-02,8.412358519424900649e-02,1.049250535331905793e-01,1.422453349648210574e-01,1.379626797185683762e-01,9.819516671765066151e-02
7.826086956521739746e-02,8.365817091454272325e-02,1.322338830584707525e-01,1.478260869565217461e-01,1.112443778110944470e-01,1.268365817091454406e-01,8.725637181409295895e-02,1.268365817091454406e-01,1.058470764617691212e-01
8.103186646433990781e-02,1.192716236722306533e-01,9.863429438543247496e-02,1.380880121396054760e-01,1.405159332321699595e-01,9.013657056145675528e-02,1.393019726858877039e-01,9.863429438543247496e-02,9.438543247344460818e-02
1.307375751820196164e-01,1.332700221589110390e-01,9.591642924976258311e-02,1.073124406457739849e-01,1.547958214624881312e-01,8.768597657486545960e-02,6.742640075973409253e-02,1.351693573915796198e-01,8.768597657486545960e-02
1.292080795126643034e-01,1.234369990381532500e-01,1.522924014107085722e-01,1.292080795126643034e-01,7.983327989740302000e-02,9.265790317409426657e-02,9.907021481243988292e-02,8.175697338890669519e-02,1.125360692529656925e-01
1.562026084319078079e-01,8.037609948437973717e-02,8.037609948437973717e-02,8.462238398544130735e-02,1.289050652107976980e-01,1.343645738550197088e-01,1.380042462845010587e-01,9.736123748862601790e-02,9.978768577494692704e-02
6.738373932299905611e-02,1.135716545397026239e-01,1.540651692502372772e-01,1.059791205314773860e-01,8.320151850680164440e-02,1.477380575767162363e-01,1.382473900664346611e-01,8.763049667826637579e-02,1.021828535273647531e-01
1.203344281875186605e-01,1.555688265153777339e-01,7.315616601970736932e-02,1.280979396834876216e-01,8.689160943565243933e-02,1.322782920274708784e-01,9.644670050761421087e-02,1.322782920274708784e-01,7.494774559570020755e-02
1.053444547420451100e-01,1.282051282051281937e-01,1.146122953351868951e-01,8.186592523941921273e-02,9.422304603027494008e-02,1.071980228606734670e-01,9.360518999073215440e-02,1.022551745443311677e-01,1.726907630522088455e-01
8.171701112877582940e-02,8.108108108108108558e-02,9.888712241653417612e-02,1.764705882352941291e-01,1.357710651828298865e-01,1.166931637519872805e-01,8.235294117647058709e-02,1.141494435612082636e-01,1.128775834658187621e-01
8.109854604200322781e-02,1.444264943457189143e-01,8.303715670436187524e-02,1.088852988691437762e-01,1.321486268174474898e-01,8.368336025848141513e-02,1.521809369951534763e-01,1.075928917609046825e-01,1.069466882067851426e-01
1.491365777080062849e-01,1.045525902668759805e-01,1.390894819466247934e-01,1.390894819466247934e-01,8.948194662480377093e-02,8.885400313971741904e-02,1.114599686028257403e-01,8.320251177394034914e-02,9.513343799058084083e-02
1.385187480632166235e-01,1.062906724511930578e-01,1.261233343662844786e-01,6.786488999070343364e-02,1.602107220328478354e-01,1.000929656027269854e-01,1.069104431360396595e-01,1.087697551905794924e-01,8.521846916640843372e-02
1.168091168091168058e-01,7.755618866729978300e-02,1.231402342513453624e-01,1.085786641342196962e-01,7.439062994618550473e-02,8.768597657486545960e-02,1.408673630895853068e-01,1.674580563469452443e-01,1.035137701804368510e-01
9.396577604323026744e-02,1.203842689882917982e-01,8.255779045331732013e-02,1.660162113479435597e-01,1.263884719303512427e-01,1.095767036925848065e-01,1.005703992794956536e-01,1.101771239867907481e-01,9.036325427799458965e-02
1.336110221082986160e-01,1.566805511054149280e-01,7.978212111502723525e-02,9.003524511374559613e-02,9.644344761294457169e-02,9.644344761294457169e-02,9.388016661326498147e-02,1.451457866068567859e-01,1.079782121115027277e-01
1.003572588502760626e-01,8.151997401753816042e-02,1.432283208834037036e-01,1.049041896719714179e-01,1.172458590451445209e-01,1.003572588502760626e-01,7.242611237414744996e-02,1.445274439753166662e-01,1.354335823319259557e-01
7.643913180245359706e-02,1.443850267379679086e-01,1.034916640452972630e-01,8.587606165460837104e-02,1.311733249449512362e-01,9.971689210443535067e-02,1.336898395721925203e-01,9.845863479081472247e-02,1.267694243472790305e-01
1.076083661715671463e-01,1.003334343740527462e-01,1.124583207032434085e-01,1.009396786905122773e-01,7.608366171567142178e-02,8.760230372840255297e-02,1.615641103364655884e-01,1.536829342224916573e-01,9.972719005759321520e-02
1.570664148567831320e-01,1.293673276676109429e-01,1.381806735914384576e-01,1.085930122757318289e-01,1.199244570349386196e-01,7.396915328926660649e-02,1.155177840730248623e-01,8.152344979540447623e-02,7.585772741580107392e-02
1.473465757485917516e-01,7.678624369997034960e-02,8.864512303587311626e-02,1.188852653424251476e-01,8.568040320189741765e-02,1.147346575748591779e-01,1.117699377408834932e-01,8.923806700266824488e-02,1.669137266528313013e-01
8.796157310117082295e-02,1.209846892824977538e-01,1.311918342839988039e-01,1.299909936955869205e-01,7.655358751125787564e-02,1.618132692885019541e-01,9.996997898528969806e-02,9.816871810267187304e-02,9.336535574902431189e-02
