model,markov0_nll,markov1_nll,history2_nll,oracle_nll,history_gain_over_token,oracle_gain_over_history,same_token_history_tv_mean,same_token_history_tv_p90,hankel_s1,hankel_s9,hankel_effective_rank_5pct,valid_permutation_action_set,learned_group_order,commuting,orbit_size,graph_mds_2d_stress,bellman_self,bellman_edge,bellman_diagonal,same_token_history_tv_excess_over_null
rankone-measure-prepare,3.170127496676844,2.947988010150618,2.9540505466476685,2.9442428579657247,-0.006062536497050353,0.009807688681943816,0.06557545800672782,0.08975410973422702,1.2866444301431308,0.20729327162997407,28,1,9,1,9,0.3767630444367412,0.0,3.9822991607763734,4.959430064445377,-0.006972496187325317
higher-rank-luders-0.55,3.1702736463061476,3.148060897815985,3.156135478211557,3.115122773406152,-0.00807458039557174,0.041012704805404976,0.07056971957636651,0.0944719185138671,0.45504638516493967,0.2153020162579012,36,1,9,1,9,0.39161852773935646,0.0,6.674883214770725,7.136073443376123,-0.0019782346176866195
higher-rank-luders-0.80,3.169988016895013,3.0747918625283583,3.082281458808957,3.01730102608822,-0.007489596280598754,0.06498043272073728,0.0674024538294008,0.09379029237032807,0.8299672599515997,0.1928725120883453,34,1,9,1,9,0.36118515295165,0.0,5.178259240794411,5.964932954107809,-0.005145500364652333
null-luders,3.170795278744296,3.174624681255104,3.1828889239653426,3.169925001442472,-0.008264242710238623,0.012963922522870597,0.07254795419405313,0.10041774877130921,0.25049864792673354,0.16301146534696376,38,0,0,0,1,nan,0.0,nan,nan,0.0
haar-luders-0.55,3.170497883094388,3.146039741078824,3.151958732090175,3.111077928424398,-0.005918991011351071,0.040880803665777066,0.0698530297786452,0.09448951888314076,0.4582398025919076,0.19746386971005422,37,0,0,0,1,nan,0.0,nan,nan,-0.0026949244154079316
external-dfa-null,3.17031680213254,3.1739513867416433,3.180965341828949,3.169925001442472,-0.007013955087305845,0.011040340386477165,0.06916845314167036,0.09038736805652918,0.2367949187492607,0.16085122597098983,39,0,0,0,1,nan,0.0,nan,nan,-0.0033795010523827718
