action,action_name,outcome,goal_id,goal_name,mean_delta_distance,samples
0,Z3,0,0,Z0,-3.2413130938476202,337
0,Z3,0,1,Z1,0.30146362802748866,337
0,Z3,0,2,Z2,0.0,337
0,Z3,0,3,F0,0.15979661007663262,337
0,Z3,0,4,F1,0.16595895071057962,337
0,Z3,0,5,Z0_F0,-0.1949947000611076,337
0,Z3,0,6,F0_Z0,-2.203836218893351,337
0,Z3,0,7,Z0_F0_P0,0.013641872462603741,337
0,Z3,1,0,Z0,0.16938336994178435,523
0,Z3,1,1,Z1,-2.03914087543524,523
0,Z3,1,2,Z2,0.0,523
0,Z3,1,3,F0,0.0742151112674983,523
0,Z3,1,4,F1,0.06807770738182287,523
0,Z3,1,5,Z0_F0,0.13271705962959712,523
0,Z3,1,6,F0_Z0,0.1393390969154256,523
0,Z3,1,7,Z0_F0_P0,0.2077192995789858,523
0,Z3,2,0,Z0,1.37766574648605,696
0,Z3,2,1,Z1,1.3733007805100803,696
0,Z3,2,2,Z2,-1.6044575044478493,696
0,Z3,2,3,F0,1.257683199027489,696
0,Z3,2,4,F1,1.274985413441713,696
0,Z3,2,5,Z0_F0,1.408039845269302,696
0,Z3,2,6,F0_Z0,1.348283939663021,696
0,Z3,2,7,Z0_F0_P0,1.44490064629193,696
1,F3,0,0,Z0,-0.39522026046629877,372
1,F3,0,1,Z1,-0.37331578680264055,372
1,F3,0,2,Z2,0.0,372
1,F3,0,3,F0,-3.837187437600987,372
1,F3,0,4,F1,-0.3100336302993118,372
1,F3,0,5,Z0_F0,-1.988395106407904,372
1,F3,0,6,F0_Z0,-0.8379991797990697,372
1,F3,0,7,Z0_F0_P0,-0.4411966787871494,372
1,F3,1,0,Z0,-0.3921150855901765,328
1,F3,1,1,Z1,-0.42939822266741495,328
1,F3,1,2,Z2,0.0,328
1,F3,1,3,F0,-0.35682761087650205,328
1,F3,1,4,F1,-3.5642583442897333,328
1,F3,1,5,Z0_F0,-0.5009700292494239,328
1,F3,1,6,F0_Z0,-0.39839635389607125,328
1,F3,1,7,Z0_F0_P0,-0.5624012918007083,328
1,F3,2,0,Z0,-0.22197038161163776,343
1,F3,2,1,Z1,-0.19369026523289806,343
1,F3,2,2,Z2,0.0,343
1,F3,2,3,F0,-0.12140395968022917,343
1,F3,2,4,F1,-0.13280463010159596,343
1,F3,2,5,Z0_F0,-0.17820837337838666,343
1,F3,2,6,F0_Z0,-0.18544015800987665,343
1,F3,2,7,Z0_F0_P0,-0.2772925463084229,343
2,phase-F3,0,0,Z0,0.0,0
2,phase-F3,0,1,Z1,0.0,0
2,phase-F3,0,2,Z2,0.0,0
2,phase-F3,0,3,F0,0.0,0
2,phase-F3,0,4,F1,0.0,0
2,phase-F3,0,5,Z0_F0,0.0,0
2,phase-F3,0,6,F0_Z0,0.0,0
2,phase-F3,0,7,Z0_F0_P0,0.0,0
2,phase-F3,1,0,Z0,0.0,0
2,phase-F3,1,1,Z1,0.0,0
2,phase-F3,1,2,Z2,0.0,0
2,phase-F3,1,3,F0,0.0,0
2,phase-F3,1,4,F1,0.0,0
2,phase-F3,1,5,Z0_F0,0.0,0
2,phase-F3,1,6,F0_Z0,0.0,0
2,phase-F3,1,7,Z0_F0_P0,0.0,0
2,phase-F3,2,0,Z0,0.0,0
2,phase-F3,2,1,Z1,0.0,0
2,phase-F3,2,2,Z2,0.0,0
2,phase-F3,2,3,F0,0.0,0
2,phase-F3,2,4,F1,0.0,0
2,phase-F3,2,5,Z0_F0,0.0,0
2,phase-F3,2,6,F0_Z0,0.0,0
2,phase-F3,2,7,Z0_F0_P0,0.0,0
