goal,Z0,Z1,X0,X1,Z0_X0,X0_Z0,weakZ0_Z0
Z0,0.0,1.324996783448306,2.814014280450639,4.745756736605711,3.447526947390739,2.291102424641176,4.170098648507205
Z1,1.324996783448306,0.0,3.241380045000194,4.114240340600532,2.7452968848751045,2.9347405999120073,3.9383517812872206
X0,2.814014280450639,3.241380045000194,0.0,4.456249046265462,2.908008437395911,0.9297106120893422,3.932063912682405
X1,4.745756736605711,4.114240340600532,4.456249046265462,0.0,3.0746763648084,4.562814157530298,2.4879500368870446
Z0_X0,3.447526947390739,2.7452968848751045,2.908008437395911,3.0746763648084,0.0,3.2607083990998706,2.9211760666810616
X0_Z0,2.291102424641176,2.9347405999120073,0.9297106120893422,4.562814157530298,3.2607083990998706,0.0,3.924143740774397
weakZ0_Z0,4.170098648507205,3.9383517812872206,3.932063912682405,2.4879500368870446,2.9211760666810616,3.924143740774397,0.0
