goal_id,goal_name,horizon,success_probability
0,Z0,1,0.4
0,Z0,2,0.4
0,Z0,3,0.7
0,Z0,4,0.7
0,Z0,5,0.85
0,Z0,6,0.85
0,Z0,7,0.925
0,Z0,8,0.925
0,Z0,9,0.975
0,Z0,10,0.975
0,Z0,11,0.975
0,Z0,12,0.975
0,Z0,13,1.0
0,Z0,14,1.0
0,Z0,15,1.0
1,Z1,1,0.525
1,Z1,2,0.525
1,Z1,3,0.7
1,Z1,4,0.7
1,Z1,5,0.875
1,Z1,6,0.875
1,Z1,7,0.975
1,Z1,8,0.975
1,Z1,9,1.0
1,Z1,10,1.0
1,Z1,11,1.0
1,Z1,12,1.0
1,Z1,13,1.0
1,Z1,14,1.0
1,Z1,15,1.0
2,X0,1,0.0
2,X0,2,0.425
2,X0,3,0.425
2,X0,4,0.6
2,X0,5,0.6
2,X0,6,0.85
2,X0,7,0.85
2,X0,8,0.925
2,X0,9,0.925
2,X0,10,1.0
2,X0,11,1.0
2,X0,12,1.0
2,X0,13,1.0
2,X0,14,1.0
2,X0,15,1.0
3,X1,1,0.0
3,X1,2,0.0
3,X1,3,0.55
3,X1,4,0.55
3,X1,5,0.775
3,X1,6,0.775
3,X1,7,0.875
3,X1,8,0.875
3,X1,9,0.975
3,X1,10,0.975
3,X1,11,1.0
3,X1,12,1.0
3,X1,13,1.0
3,X1,14,1.0
3,X1,15,1.0
4,Z0_X0,1,0.0
4,Z0_X0,2,0.2
4,Z0_X0,3,0.2
4,Z0_X0,4,0.4
4,Z0_X0,5,0.4
4,Z0_X0,6,0.7
4,Z0_X0,7,0.7
4,Z0_X0,8,0.85
4,Z0_X0,9,0.85
4,Z0_X0,10,0.9
4,Z0_X0,11,0.9
4,Z0_X0,12,1.0
4,Z0_X0,13,1.0
4,Z0_X0,14,1.0
4,Z0_X0,15,1.0
5,X0_Z0,1,0.0
5,X0_Z0,2,0.0
5,X0_Z0,3,0.175
5,X0_Z0,4,0.175
5,X0_Z0,5,0.4
5,X0_Z0,6,0.4
5,X0_Z0,7,0.575
5,X0_Z0,8,0.575
5,X0_Z0,9,0.775
5,X0_Z0,10,0.775
5,X0_Z0,11,0.825
5,X0_Z0,12,0.825
5,X0_Z0,13,0.875
5,X0_Z0,14,0.875
5,X0_Z0,15,0.925
6,weakZ0_Z0,1,0.0
6,weakZ0_Z0,2,0.45
6,weakZ0_Z0,3,0.45
6,weakZ0_Z0,4,0.5
6,weakZ0_Z0,5,0.5
6,weakZ0_Z0,6,0.525
6,weakZ0_Z0,7,0.525
6,weakZ0_Z0,8,0.575
6,weakZ0_Z0,9,0.575
6,weakZ0_Z0,10,0.575
6,weakZ0_Z0,11,0.575
6,weakZ0_Z0,12,0.575
6,weakZ0_Z0,13,0.575
6,weakZ0_Z0,14,0.575
6,weakZ0_Z0,15,0.575
