goal,Z0,Z1,X0,X1,Z0_X0,X0_Z0,weakZ0_Z0
Z0,0.0,0.030898465863946727,0.14957930146850076,0.24835579167810223,0.1598407278215584,0.10830698897197481,0.2591981248943705
Z1,0.030898465863946727,0.0,0.12593752512576875,0.23243448479160492,0.13762825220690203,0.08512241383441335,0.26516507278932844
X0,0.14957930146850076,0.12593752512576875,0.0,0.14279809427146392,0.03651423407025774,0.04374950451157478,0.23716483188796053
X1,0.24835579167810223,0.23243448479160492,0.14279809427146392,0.0,0.1224145900147954,0.16327984400156995,0.1427834342071877
Z0_X0,0.1598407278215584,0.13762825220690203,0.03651423407025774,0.1224145900147954,0.0,0.05615568398744646,0.21938432482647732
X0_Z0,0.10830698897197481,0.08512241383441335,0.04374950451157478,0.16327984400156995,0.05615568398744646,0.0,0.23308134312396725
weakZ0_Z0,0.2591981248943705,0.26516507278932844,0.23716483188796053,0.1427834342071877,0.21938432482647732,0.23308134312396725,0.0
