goal_id,goal_name,action:Z,action:X,action:Y,action:tetra-SIC,pair:Z:0,pair:Z:1,pair:X:0,pair:X:1,pair:Y:0,pair:Y:1,pair:tetra-SIC:0,pair:tetra-SIC:1,pair:tetra-SIC:2,pair:tetra-SIC:3,normalized_steps,success_rate
0,Z0,0.6219512195121951,0.0,0.0,0.3780487804878049,0.24390243902439024,0.3780487804878049,0.0,0.0,0.0,0.0,0.06097560975609756,0.1402439024390244,0.10975609756097561,0.06707317073170732,0.2733333333333333,1.0
1,X0,0.0,0.6351351351351351,0.0,0.36486486486486486,0.0,0.0,0.25675675675675674,0.3783783783783784,0.0,0.0,0.013513513513513514,0.04054054054054054,0.17567567567567569,0.13513513513513514,0.24666666666666667,0.95
2,Y0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.26166666666666666,0.26,0.24333333333333335,1.0,0.0
3,SIC0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,0.26956521739130435,0.2782608695652174,0.3,0.38333333333333336,0.875
4,SIC1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2275449101796407,0.2275449101796407,0.281437125748503,0.2634730538922156,0.2783333333333333,0.95
5,SIC2,0.41479099678456594,0.04501607717041801,0.0,0.5401929260450161,0.26366559485530544,0.15112540192926044,0.03215434083601286,0.012861736334405145,0.0,0.0,0.12218649517684887,0.15112540192926044,0.09967845659163987,0.16720257234726688,0.5183333333333333,0.775
6,SIC3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2742857142857143,0.24,0.26857142857142857,0.21714285714285714,0.2916666666666667,0.95
7,Z0_SIC0,0.25906735751295334,0.0025906735751295338,0.0,0.7383419689119171,0.13471502590673576,0.12435233160621761,0.0,0.0025906735751295338,0.0,0.0,0.12953367875647667,0.19430051813471502,0.19430051813471502,0.22020725388601037,0.6433333333333333,0.8
8,SIC0_X0,0.0,0.30952380952380953,0.0,0.6904761904761905,0.0,0.0,0.125,0.18452380952380953,0.0,0.0,0.1130952380952381,0.18154761904761904,0.16964285714285715,0.2261904761904762,0.56,0.75
