goal_id,goal_name,predicted_steps,empirical_steps_success,success_rate
0,Z0,3.4683995246887207,4.1,1.0
1,X0,3.78835391998291,3.1052631578947367,0.95
2,Y0,3.3038394451141357,nan,0.0
3,SIC0,2.990715980529785,4.428571428571429,0.875
4,SIC1,3.553109645843506,3.6052631578947367,0.95
5,SIC2,3.358309745788574,5.67741935483871,0.775
6,SIC3,3.5975794792175293,3.8157894736842106,0.95
7,Z0_SIC0,3.2178831100463867,8.3125,0.8
8,SIC0_X0,3.8382487297058105,6.2,0.75
