action,action_name,outcome,goal_id,goal_name,mean_delta_distance,samples
0,Z,0,0,Z0,-2.2455724085684237,301
0,Z,0,1,Z1,0.20089639856965835,301
0,Z,0,2,X0,-0.05724690839697752,301
0,Z,0,3,X1,-0.14138070293439187,301
0,Z,0,4,Z0_X0,-0.7761200195135072,301
0,Z,0,5,X0_Z0,-1.8338659625512816,301
0,Z,0,6,weakZ0_Z0,-0.6486403649035483,301
0,Z,1,0,Z0,1.1985434053165842,441
0,Z,1,1,Z1,-1.5422862030210949,441
0,Z,1,2,X0,0.6021748843376868,441
0,Z,1,3,X1,0.2817919151582956,441
0,Z,1,4,Z0_X0,0.498141854258081,441
0,Z,1,5,X0_Z0,0.9906155722481864,441
0,Z,1,6,weakZ0_Z0,0.4167509641236459,441
1,X,0,0,Z0,-0.5939115058021862,361
1,X,0,1,Z1,-0.07805119392944505,361
1,X,0,2,X0,-3.0162447416881446,361
1,X,0,3,X1,0.28400038484060863,361
1,X,0,4,Z0_X0,-1.5549981772404298,361
1,X,0,5,X0_Z0,-0.7601266079001809,361
1,X,0,6,weakZ0_Z0,0.2249513438533878,361
1,X,1,0,Z0,-0.4923169780616185,398
1,X,1,1,Z1,0.0652145752355681,398
1,X,1,2,X0,0.14171841875392588,398
1,X,1,3,X1,-2.9643728960698574,398
1,X,1,4,Z0_X0,0.38271088696005356,398
1,X,1,5,X0_Z0,-0.09545613293671727,398
1,X,1,6,weakZ0_Z0,0.5711057389800872,398
2,weak-Z,0,0,Z0,-0.19276034832000732,12
2,weak-Z,0,1,Z1,-0.07088351249694824,12
2,weak-Z,0,2,X0,0.1108543872833252,12
2,weak-Z,0,3,X1,0.31375861167907715,12
2,weak-Z,0,4,Z0_X0,0.27278709411621094,12
2,weak-Z,0,5,X0_Z0,0.04418468475341797,12
2,weak-Z,0,6,weakZ0_Z0,-0.43108701705932617,12
2,weak-Z,1,0,Z0,0.8238027711068431,62
2,weak-Z,1,1,Z1,0.8662748029155116,62
2,weak-Z,1,2,X0,0.900890258050734,62
2,weak-Z,1,3,X1,0.8497060652702085,62
2,weak-Z,1,4,Z0_X0,0.9390560888474987,62
2,weak-Z,1,5,X0_Z0,0.88320799796812,62
2,weak-Z,1,6,weakZ0_Z0,0.925564012219829,62
