infidelity_tolerance,shortened_pair_fraction,mean_exact_cost,mean_tolerant_cost
1e-12,0.000000000000,2.000000000000,2.000000000000
1e-08,0.000000000000,2.000000000000,2.000000000000
1e-05,0.000000000000,2.000000000000,2.000000000000
0.001,0.305555555556,2.000000000000,1.611111111111
0.01,0.361111111111,2.000000000000,1.500000000000
0.05,0.361111111111,2.000000000000,1.500000000000
