0,21.04,21.32,18.2,18.44,18.42,17.8,19.04,20.76
16.92,0,20.58,18.2,16.48,19.02,19.86,20.72,19.38
17.78,20.54,0,18.58,19.04,22.06,20.64,15.92,17.88
18.28,20.16,20.12,0,19.22,21.02,17.28,17.68,22.8
18.98,20.68,19.18,17.26,0,21.7,19.34,18.86,17.9
19.3,21.52,19.54,18.58,19.66,0,19.7,21.6,18.42
16.56,17.26,20.36,16.22,23.86,18.56,0,21.02,16.68
17.32,15.96,18.54,18.54,18.04,18.76,19.22,0,19.52
19.62,18.2,17.56,18.14,23.34,19.96,15.42,18.58,0
