0,1,2.2,1.44,1.4,2.34,2.2,2.52,3.12
1.28,0,1.44,1.8,1.46,1.7,2.88,2.6,2.92
2.4,1.44,0,2.68,1.86,1,3.1,2.52,2.24
1.88,2.62,2.24,0,1.66,2.22,1.88,1.38,2.74
2.46,2.1,2.06,2.1,0,1.5,1.98,1.68,1.72
3.62,1.84,2.6,2.6,1.44,0,3.04,2.26,1.44
2.2,2.5,3.08,1.22,2.18,2.58,0,1,2.2
3,2.02,2.88,1.86,1.48,1.94,1.88,0,1.46
2.7,2.74,2.2,2.48,1.74,1.22,2,1.24,0
