0,20.4,22.56,18.48,26.18,23.06,20.78,21,26.24
18.76,0,20.8,19.62,20.72,18.7,22.28,22.6,21.7
18.92,17.64,0,19.42,18.04,16.36,21.44,20.26,18.58
20.66,21.02,20.52,0,20,22.04,17.6,22.6,21.46
25.44,20.84,24.36,22.2,0,19.64,20.44,21.86,21.72
23.58,21.26,21.42,21.74,21.9,0,22.88,21.1,21.06
20.84,22.24,20.66,19,21.84,20.12,0,18.04,19.94
23.08,20.94,20.66,23.88,19.34,19.3,20.84,0,19.68
20.64,17.6,19.32,18.9,17.38,15.76,18.84,16.52,0
