gamma,self_value,edge_value,diagonal_value,edge_excess,diagonal_excess,analytic_regime,numerical_policy_00_10_01_11,analytic_numerical_max_error
0.292,1.1929515418502203,1.3215859030837005,1.3215859030837005,0.12863436123348015,0.12863436123348015,SIC/SIC/SIC,SIC/SIC/SIC/SIC,2.6645352591003757e-15
0.294,1.1947019867549669,1.324503311258278,1.324503311258278,0.12980132450331117,0.12980132450331117,SIC/SIC/SIC,SIC/SIC/SIC/SIC,2.886579864025407e-15
0.296,1.1964601769911507,1.3274336283185841,1.3274336283185841,0.13097345132743343,0.13097345132743343,SIC/SIC/SIC,SIC/SIC/SIC/SIC,8.881784197001252e-16
0.298,1.1982261640798226,1.3303769401330379,1.3303769401330379,0.13215077605321524,0.13215077605321524,SIC/SIC/SIC,SIC/SIC/SIC/SIC,1.3322676295501878e-15
0.3,1.2000000000000002,1.3333333333333333,1.3333333333333333,0.13333333333333308,0.13333333333333308,SIC/SIC/SIC,SIC/SIC/SIC/SIC,1.1102230246251565e-15
0.302,1.2017817371937638,1.3363028953229399,1.3363028953229399,0.1345211581291761,0.1345211581291761,SIC/SIC/SIC,SIC/SIC/SIC/SIC,1.5543122344752192e-15
0.304,1.2035714285714285,1.3392857142857142,1.3392857142857142,0.13571428571428568,0.13571428571428568,SIC/SIC/SIC,SIC/SIC/SIC/SIC,1.5543122344752192e-15
0.306,1.2053691275167786,1.342281879194631,1.342281879194631,0.13691275167785233,0.13691275167785233,SIC/SIC/SIC,SIC/SIC/SIC/SIC,1.9984014443252818e-15
0.308,1.2071748878923767,1.345291479820628,1.345291479820628,0.1381165919282512,0.1381165919282512,SIC/SIC/SIC,SIC/SIC/SIC/SIC,2.4424906541753444e-15
0.31,1.2089887640449437,1.348314606741573,1.348314606741573,0.1393258426966293,0.1393258426966293,SIC/SIC/SIC,SIC/SIC/SIC/SIC,2.6645352591003757e-15
