length,replicate,trace_distance
4,51,0.050340871543
4,52,0.059168739301
4,53,0.069277593341
4,54,0.023116995571
4,55,0.015565855931
4,56,0.032746938773
4,57,0.020056748224
4,58,0.084204911888
4,59,0.026781550647
4,60,0.027274385903
4,61,0.012279872045
4,62,0.016934429883
4,63,0.040492982467
4,64,0.059723144693
4,65,0.053703209505
4,66,0.062559808588
4,67,0.024105850200
4,68,0.008203874404
4,69,0.019664735026
4,70,0.030981515143
4,71,0.011226708002
4,72,0.025613708959
4,73,0.015829115884
4,74,0.026723017998
4,75,0.013747134060
4,76,0.010831632118
4,77,0.046896207652
4,78,0.019740546622
4,79,0.010476367922
4,80,0.048605152709
4,81,0.027025282682
4,82,0.052772985703
4,83,0.023178642604
4,84,0.051543020532
4,85,0.063980715328
4,86,0.022591125042
4,87,0.052602495773
4,88,0.036570338555
4,89,0.027737434231
4,90,0.036838049409
4,91,0.057547481007
4,92,0.030511933771
4,93,0.044480843801
4,94,0.031538128054
4,95,0.040954665740
4,96,0.029715259645
4,97,0.055727786863
4,98,0.049957677232
4,99,0.018479963235
4,100,0.031642956549
4,101,0.021614657295
4,102,0.023772518399
4,103,0.019225458146
4,104,0.030940598994
4,105,0.026659651037
4,106,0.066832027713
4,107,0.033748928898
4,108,0.013872541728
4,109,0.018703517454
4,110,0.040927363126
4,111,0.030627614173
4,112,0.080138994789
4,113,0.035503564238
4,114,0.057486215646
4,115,0.027130599123
4,116,0.021495110598
4,117,0.018108097772
4,118,0.013740913403
4,119,0.031884393352
4,120,0.066587319961
4,121,0.017770570840
4,122,0.040733970460
4,123,0.052095335918
4,124,0.056821445835
4,125,0.054443498656
4,126,0.034851167804
4,127,0.043187300206
4,128,0.015562246964
4,129,0.026455004129
4,130,0.024210004275
4,131,0.023546034999
4,132,0.017330766610
4,133,0.053838975746
4,134,0.041143537702
4,135,0.024363777102
4,136,0.023178732577
4,137,0.015262741535
4,138,0.032524055641
4,139,0.020175901433
4,140,0.016795557726
4,141,0.022262283416
4,142,0.029002829128
4,143,0.020803373116
4,144,0.090291706991
4,145,0.048292736694
4,146,0.037695486110
4,147,0.027526109942
4,148,0.052636267560
4,149,0.013122262442
4,150,0.041958939297
4,151,0.018980763558
4,152,0.059779001914
4,153,0.018902086579
4,154,0.045474046734
4,155,0.012515490731
4,156,0.013996063368
4,157,0.012734714614
4,158,0.025612632854
4,159,0.065498665159
4,160,0.056641644132
4,161,0.087778220073
4,162,0.053659474866
4,163,0.042619635180
4,164,0.049822481553
4,165,0.016449992452
4,166,0.028159876963
4,167,0.023870193200
4,168,0.020998032911
4,169,0.028285589085
4,170,0.026931553295
4,171,0.007431416598
4,172,0.063888445024
4,173,0.022412884197
4,174,0.013952476174
4,175,0.001998216793
4,176,0.031134683926
4,177,0.046402899754
4,178,0.057024478363
4,179,0.016882953492
4,180,0.073432031131
4,181,0.048573590763
4,182,0.049569569868
4,183,0.024791981279
4,184,0.018924475153
4,185,0.016628576360
4,186,0.019701050066
4,187,0.033750146785
4,188,0.019368971906
4,189,0.016467080199
4,190,0.047736367779
4,191,0.065977953009
4,192,0.035741859019
4,193,0.014502210330
4,194,0.010185644360
4,195,0.023253390560
4,196,0.047152980604
4,197,0.019022125217
4,198,0.015216659050
4,199,0.054258996656
4,200,0.024245069687
4,201,0.091444743647
4,202,0.040451620874
4,203,0.024288807494
4,204,0.067016636871
