goal_id,goal_name,horizon,success_probability
0,Z0,1,0.5
0,Z0,2,0.5
0,Z0,3,0.5
0,Z0,4,0.5
0,Z0,5,0.5
0,Z0,6,0.5
0,Z0,7,0.5
0,Z0,8,0.5
0,Z0,9,0.5
0,Z0,10,0.5
0,Z0,11,0.5
0,Z0,12,0.5
0,Z0,13,0.5
0,Z0,14,0.5
0,Z0,15,0.5
1,X0,1,0.55
1,X0,2,0.55
1,X0,3,0.55
1,X0,4,0.55
1,X0,5,0.55
1,X0,6,0.55
1,X0,7,0.55
1,X0,8,0.55
1,X0,9,0.55
1,X0,10,0.55
1,X0,11,0.55
1,X0,12,0.55
1,X0,13,0.55
1,X0,14,0.55
1,X0,15,0.55
2,Y0,1,0.5
2,Y0,2,0.5
2,Y0,3,0.5
2,Y0,4,0.5
2,Y0,5,0.5
2,Y0,6,0.5
2,Y0,7,0.5
2,Y0,8,0.5
2,Y0,9,0.5
2,Y0,10,0.5
2,Y0,11,0.5
2,Y0,12,0.5
2,Y0,13,0.5
2,Y0,14,0.5
2,Y0,15,0.5
3,SIC0,1,0.4
3,SIC0,2,0.45
3,SIC0,3,0.475
3,SIC0,4,0.625
3,SIC0,5,0.7
3,SIC0,6,0.75
3,SIC0,7,0.8
3,SIC0,8,0.85
3,SIC0,9,0.85
3,SIC0,10,0.85
3,SIC0,11,0.875
3,SIC0,12,0.875
3,SIC0,13,0.9
3,SIC0,14,0.925
3,SIC0,15,0.925
4,SIC1,1,0.225
4,SIC1,2,0.35
4,SIC1,3,0.525
4,SIC1,4,0.575
4,SIC1,5,0.625
4,SIC1,6,0.75
4,SIC1,7,0.75
4,SIC1,8,0.775
4,SIC1,9,0.875
4,SIC1,10,0.9
4,SIC1,11,0.9
4,SIC1,12,0.9
4,SIC1,13,0.925
4,SIC1,14,0.95
4,SIC1,15,0.975
5,SIC2,1,0.125
5,SIC2,2,0.3
5,SIC2,3,0.475
5,SIC2,4,0.625
5,SIC2,5,0.675
5,SIC2,6,0.7
5,SIC2,7,0.75
5,SIC2,8,0.85
5,SIC2,9,0.9
5,SIC2,10,0.9
5,SIC2,11,0.95
5,SIC2,12,0.975
5,SIC2,13,1.0
5,SIC2,14,1.0
5,SIC2,15,1.0
6,SIC3,1,0.15
6,SIC3,2,0.25
6,SIC3,3,0.4
6,SIC3,4,0.525
6,SIC3,5,0.575
6,SIC3,6,0.6
6,SIC3,7,0.625
6,SIC3,8,0.7
6,SIC3,9,0.725
6,SIC3,10,0.85
6,SIC3,11,0.85
6,SIC3,12,0.875
6,SIC3,13,0.925
6,SIC3,14,0.925
6,SIC3,15,0.925
7,Z0_SIC0,1,0.0
7,Z0_SIC0,2,0.0
7,Z0_SIC0,3,0.0
7,Z0_SIC0,4,0.0
7,Z0_SIC0,5,0.0
7,Z0_SIC0,6,0.0
7,Z0_SIC0,7,0.0
7,Z0_SIC0,8,0.0
7,Z0_SIC0,9,0.0
7,Z0_SIC0,10,0.0
7,Z0_SIC0,11,0.0
7,Z0_SIC0,12,0.0
7,Z0_SIC0,13,0.0
7,Z0_SIC0,14,0.0
7,Z0_SIC0,15,0.0
8,SIC0_X0,1,0.0
8,SIC0_X0,2,0.0
8,SIC0_X0,3,0.0
8,SIC0_X0,4,0.0
8,SIC0_X0,5,0.0
8,SIC0_X0,6,0.0
8,SIC0_X0,7,0.0
8,SIC0_X0,8,0.0
8,SIC0_X0,9,0.0
8,SIC0_X0,10,0.0
8,SIC0_X0,11,0.0
8,SIC0_X0,12,0.0
8,SIC0_X0,13,0.0
8,SIC0_X0,14,0.0
8,SIC0_X0,15,0.0
