action,action_name,outcome,goal_id,goal_name,mean_delta_distance,samples
0,Z,0,0,Z0,-1.5753879296845494,181
0,Z,0,1,X0,0.3642784890548959,181
0,Z,0,2,Y0,0.4005308862549165,181
0,Z,0,3,SIC0,0.5647852750114315,181
0,Z,0,4,SIC1,0.5323756360217352,181
0,Z,0,5,SIC2,0.5312819467723698,181
0,Z,0,6,SIC3,0.5486763564262601,181
0,Z,0,7,Z0_SIC0,0.183855807583635,181
0,Z,0,8,SIC0_X0,0.44564770598437903,181
0,Z,1,0,Z0,0.28579689734382047,459
0,Z,1,1,X0,0.26169122278300766,459
0,Z,1,2,Y0,0.2679699365869327,459
0,Z,1,3,SIC0,0.31579547458224827,459
0,Z,1,4,SIC1,0.3076175105857434,459
0,Z,1,5,SIC2,0.3074529233321645,459
0,Z,1,6,SIC3,0.320234341299352,459
0,Z,1,7,Z0_SIC0,0.279446575896153,459
0,Z,1,8,SIC0_X0,0.26877076329748617,459
1,X,0,0,Z0,0.22576376672327167,169
1,X,0,1,X0,-1.7966517640288764,169
1,X,0,2,Y0,0.19435448054025864,169
1,X,0,3,SIC0,0.08827621696968756,169
1,X,0,4,SIC1,0.13372209086220646,169
1,X,0,5,SIC2,0.14472214851153672,169
1,X,0,6,SIC3,0.0992286811918902,169
1,X,0,7,Z0_SIC0,0.19845929512610802,169
1,X,0,8,SIC0_X0,0.20246518998456425,169
1,X,1,0,Z0,0.149675047427194,403
1,X,1,1,X0,0.16435570397388846,403
1,X,1,2,Y0,0.18554858001822574,403
1,X,1,3,SIC0,0.1113402447097059,403
1,X,1,4,SIC1,0.12043325835954463,403
1,X,1,5,SIC2,0.13121295981016703,403
1,X,1,6,SIC3,0.10972791274191428,403
1,X,1,7,Z0_SIC0,0.1559395257651658,403
1,X,1,8,SIC0_X0,0.1829883431086765,403
2,Y,0,0,Z0,0.8305589428969792,112
2,Y,0,1,X0,0.8331585483891624,112
2,Y,0,2,Y0,-1.9145898052624293,112
2,Y,0,3,SIC0,0.7302595632416862,112
2,Y,0,4,SIC1,0.7376586709703717,112
2,Y,0,5,SIC2,0.7051309645175934,112
2,Y,0,6,SIC3,0.7445248407976968,112
2,Y,0,7,Z0_SIC0,0.8295063206127712,112
2,Y,0,8,SIC0_X0,0.9198238721915654,112
2,Y,1,0,Z0,0.32367641079035453,397
2,Y,1,1,X0,0.3284778210618334,397
2,Y,1,2,Y0,0.30791895815947795,397
2,Y,1,3,SIC0,0.2894244266096831,397
2,Y,1,4,SIC1,0.2813586552137091,397
2,Y,1,5,SIC2,0.29038504569296275,397
2,Y,1,6,SIC3,0.27622804593679584,397
2,Y,1,7,Z0_SIC0,0.31369517371996825,397
2,Y,1,8,SIC0_X0,0.36054340958295,397
3,tetra-SIC,0,0,Z0,0.44778561297758124,324
3,tetra-SIC,0,1,X0,0.4620569826644144,324
3,tetra-SIC,0,2,Y0,0.36524844463960626,324
3,tetra-SIC,0,3,SIC0,-2.429920337818287,324
3,tetra-SIC,0,4,SIC1,0.36379071076711017,324
3,tetra-SIC,0,5,SIC2,0.37216456878332443,324
3,tetra-SIC,0,6,SIC3,0.37384683114510997,324
3,tetra-SIC,0,7,Z0_SIC0,0.46000417515083597,324
3,tetra-SIC,0,8,SIC0_X0,0.0066396468951378336,324
3,tetra-SIC,1,0,Z0,0.49458515331279435,343
3,tetra-SIC,1,1,X0,0.5088378368244226,343
3,tetra-SIC,1,2,Y0,0.48460912287409036,343
3,tetra-SIC,1,3,SIC0,0.420344270700616,343
3,tetra-SIC,1,4,SIC1,-2.3419087996635772,343
3,tetra-SIC,1,5,SIC2,0.41281744551033045,343
3,tetra-SIC,1,6,SIC3,0.3996045137633388,343
3,tetra-SIC,1,7,Z0_SIC0,0.4826806112906676,343
3,tetra-SIC,1,8,SIC0_X0,0.4576523116309163,343
3,tetra-SIC,2,0,Z0,0.3772882231583832,282
3,tetra-SIC,2,1,X0,0.3612075815809534,282
3,tetra-SIC,2,2,Y0,0.3913082383203168,282
3,tetra-SIC,2,3,SIC0,0.35168746346277546,282
3,tetra-SIC,2,4,SIC1,0.34107697094585876,282
3,tetra-SIC,2,5,SIC2,-2.9548152879620275,282
3,tetra-SIC,2,6,SIC3,0.32010975628034444,282
3,tetra-SIC,2,7,Z0_SIC0,0.3516789649395233,282
3,tetra-SIC,2,8,SIC0_X0,0.34571512709272667,282
3,tetra-SIC,3,0,Z0,0.33944117597171236,280
3,tetra-SIC,3,1,X0,0.3247907425676073,280
3,tetra-SIC,3,2,Y0,0.3401866572243827,280
3,tetra-SIC,3,3,SIC0,0.32212999888828825,280
3,tetra-SIC,3,4,SIC1,0.3296755875859942,280
3,tetra-SIC,3,5,SIC2,0.30723423532077243,280
3,tetra-SIC,3,6,SIC3,-2.645498846258436,280
3,tetra-SIC,3,7,Z0_SIC0,0.3399899346487863,280
3,tetra-SIC,3,8,SIC0_X0,0.3511082768440247,280
