goal,Z0,X0,Y0,SIC0,SIC1,SIC2,SIC3,Z0_SIC0,SIC0_X0
Z0,0.0,3.9776024042974254,5.8763307933228175,4.077828265605671,3.701375455005949,3.0540475735394925,3.6752527352282036,3.3690874032742166,2.5661694658850402
X0,3.9776024042974254,0.0,4.598913162676321,4.021138495957847,3.723833857035364,3.8240672125334854,3.3445465954283207,2.9547697132537962,4.072049257946625
Y0,5.8763307933228175,4.598913162676321,0.0,6.985514097982412,4.368804425836288,4.6231908579794,5.064341270086784,3.291587209027461,5.154135359469081
SIC0,4.077828265605671,4.021138495957847,6.985514097982412,0.0,3.5614138794467722,3.2846761072540116,2.922049258838886,4.019899385343858,4.783669185166597
SIC1,3.701375455005949,3.723833857035364,4.368804425836288,3.5614138794467722,0.0,1.1183507462544673,2.4906838586126883,2.09009857317067,4.1249248818757005
SIC2,3.0540475735394925,3.8240672125334854,4.6231908579794,3.2846761072540116,1.1183507462544673,0.0,2.783906780995543,2.170773689400293,3.267140579534919
SIC3,3.6752527352282036,3.3445465954283207,5.064341270086784,2.922049258838886,2.4906838586126883,2.783906780995543,0.0,2.1090722689515027,4.715187003408781
Z0_SIC0,3.3690874032742166,2.9547697132537962,3.291587209027461,4.019899385343858,2.09009857317067,2.170773689400293,2.1090722689515027,0.0,3.418754879220285
SIC0_X0,2.5661694658850402,4.072049257946625,5.154135359469081,4.783669185166597,4.1249248818757005,3.267140579534919,4.715187003408781,3.418754879220285,0.0
