goal_id,goal_name,action:Z,action:X,action:weak-Z,pair:Z:0,pair:Z:1,pair:X:0,pair:X:1,pair:weak-Z:0,pair:weak-Z:1,normalized_steps,success_rate
0,Z0,0.6818181818181818,0.3181818181818182,0.0,0.36363636363636365,0.3181818181818182,0.15454545454545454,0.16363636363636364,0.0,0.0,0.18333333333333332,1.0
1,Z1,0.6538461538461539,0.34615384615384615,0.0,0.34615384615384615,0.3076923076923077,0.2153846153846154,0.13076923076923078,0.0,0.0,0.21666666666666667,1.0
2,X0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06666666666666667,1.0
3,X1,0.4056603773584906,0.5943396226415094,0.0,0.19811320754716982,0.20754716981132076,0.41037735849056606,0.18396226415094338,0.0,0.0,0.35333333333333333,0.975
4,Z0_X0,0.4152542372881356,0.5847457627118644,0.0,0.2542372881355932,0.16101694915254236,0.3771186440677966,0.2076271186440678,0.0,0.0,0.39333333333333337,0.975
5,X0_Z0,0.5900900900900901,0.4099099099099099,0.0,0.3333333333333333,0.25675675675675674,0.22522522522522523,0.18468468468468469,0.0,0.0,0.37,1.0
6,weakZ0_Z0,0.4717607973421927,0.0,0.5282392026578073,0.07641196013289037,0.3953488372093023,0.0,0.0,0.132890365448505,0.3953488372093023,0.5016666666666667,0.575
