goal_id,goal_name,predicted_steps,empirical_steps_success,success_rate
0,Z0,4.030179023742676,2.75,1.0
1,Z1,4.148109436035156,3.25,1.0
2,X0,2.962472438812256,1.0,1.0
3,X1,3.320139169692993,5.051282051282051,0.975
4,Z0_X0,3.923034429550171,5.666666666666667,0.975
5,X0_Z0,3.7385647296905518,5.55,1.0
6,weakZ0_Z0,4.287275314331055,2.0,0.575
