run_id,environment,initial_state,backend,seed,phase,goal_id,goal_name,episodes,success_rate,mean_steps_success,mean_reward
qubit-zx-weak__plus__multi-gru__seed1,qubit-zx-weak,plus,multi-gru,1,evaluation,5,X0_Z0,100,0.97,6.443298969072165,10.642600000000002
qubit-zx-weak__plus__multi-gru__seed1,qubit-zx-weak,plus,multi-gru,1,evaluation,6,weakZ0_Z0,100,0.55,2.5454545454545454,6.2825000000000015
qubit-zx-weak__plus__multi-gru__seed1,qubit-zx-weak,plus,multi-gru,1,evaluation,-1,OVERALL,700,0.9271428571428572,3.9568567026194144,9.642857142857142
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,training,0,Z0,62,0.9354838709677419,3.8620689655172415,9.318387096774194
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,training,1,X0,65,0.9076923076923077,4.084745762711864,9.035076923076925
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,training,2,Y0,46,1.0,1.5217391304347827,9.994782608695653
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,training,3,Z0_X0,63,0.7301587301587301,6.934782608695652,8.163650793650795
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,training,4,X0_Z0,64,0.703125,6.777777777777778,7.8771875
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,training,5,Y0_X1,50,0.84,6.214285714285714,9.3422
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,training,6,Z0_X0_Y0,50,0.54,11.592592592592593,6.9908
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,training,-1,OVERALL,400,0.8075,5.365325077399381,8.649700000000001
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,evaluation,0,Z0,100,0.99,3.757575757575758,9.8712
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,evaluation,1,X0,100,0.98,3.489795918367347,9.7726
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,evaluation,2,Y0,100,1.0,1.0,10.0
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,evaluation,3,Z0_X0,100,0.86,5.0,9.5546
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,evaluation,4,X0_Z0,100,0.85,6.305882352941176,9.402000000000001
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,evaluation,5,Y0_X1,100,0.89,4.146067415730337,9.8655
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,evaluation,6,Z0_X0_Y0,100,0.56,8.857142857142858,7.1161
qubit-pauli__plus-i__tabular__seed0,qubit-pauli,plus-i,tabular,0,evaluation,-1,OVERALL,700,0.8757142857142857,4.314845024469821,9.368857142857143
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,training,0,Z0,55,0.9272727272727272,4.0,9.234
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,training,1,X0,64,0.921875,3.694915254237288,9.182187500000001
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,training,2,Y0,57,0.9649122807017544,1.2545454545454546,9.641403508771932
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,training,3,Z0_X0,54,0.7407407407407407,7.3,8.200925925925928
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,training,4,X0_Z0,62,0.7580645161290323,6.297872340425532,8.383870967741935
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,training,5,Y0_X1,53,0.8679245283018868,5.673913043478261,9.628867924528302
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,training,6,Z0_X0_Y0,55,0.4727272727272727,10.115384615384615,6.294545454545456
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,training,-1,OVERALL,400,0.81,4.947530864197531,8.660675000000001
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,evaluation,0,Z0,100,0.91,3.5274725274725274,9.0635
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,evaluation,1,X0,100,0.98,2.795918367346939,9.779400000000003
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,evaluation,2,Y0,100,1.0,1.0,10.0
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,evaluation,3,Z0_X0,100,0.79,8.253164556962025,8.740400000000001
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,evaluation,4,X0_Z0,100,0.8,6.0875,8.878700000000002
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,evaluation,5,Y0_X1,100,0.94,4.5212765957446805,10.367900000000002
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,evaluation,6,Z0_X0_Y0,100,0.53,9.20754716981132,6.9535
qubit-pauli__plus-i__tabular__seed1,qubit-pauli,plus-i,tabular,1,evaluation,-1,OVERALL,700,0.85,4.616806722689075,9.111914285714287
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,training,0,Z0,62,0.9193548387096774,4.842105263157895,9.146129032258065
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,training,1,X0,65,0.9538461538461539,3.3548387096774195,9.509076923076924
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,training,2,Y0,46,1.0,2.1956521739130435,9.98804347826087
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,training,3,Z0_X0,63,0.6190476190476191,7.564102564102564,6.926349206349207
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,training,4,X0_Z0,64,0.796875,6.823529411764706,8.807187500000001
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,training,5,Y0_X1,50,0.76,6.2368421052631575,8.433200000000001
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,training,6,Z0_X0_Y0,50,0.34,11.117647058823529,4.9634
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,training,-1,OVERALL,400,0.775,5.335483870967742,8.286125
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,evaluation,0,Z0,100,1.0,3.68,9.973199999999999
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,evaluation,1,X0,100,1.0,3.02,9.979800000000001
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,evaluation,2,Y0,100,1.0,1.0,10.0
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,evaluation,3,Z0_X0,100,0.98,5.877551020408164,10.749099999999999
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,evaluation,4,X0_Z0,100,0.94,6.446808510638298,10.349799999999998
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,evaluation,5,Y0_X1,100,1.0,3.86,10.9814
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,evaluation,6,Z0_X0_Y0,100,0.0,nan,1.8296000000000003
qubit-pauli__plus-i__gru__seed0,qubit-pauli,plus-i,gru,0,evaluation,-1,OVERALL,700,0.8457142857142858,3.949324324324324,9.12327142857143
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,training,0,Z0,55,0.9636363636363636,3.358490566037736,9.60818181818182
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,training,1,X0,64,0.90625,5.568965517241379,9.00703125
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,training,2,Y0,57,1.0,1.543859649122807,9.994561403508772
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,training,3,Z0_X0,54,0.8333333333333334,7.955555555555556,9.222962962962963
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,training,4,X0_Z0,62,0.7903225806451613,7.775510204081633,8.649032258064517
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,training,5,Y0_X1,53,0.9622641509433962,5.8431372549019605,10.580377358490566
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,training,6,Z0_X0_Y0,55,0.21818181818181817,10.5,3.678181818181819
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,training,-1,OVERALL,400,0.8125,5.390769230769231,8.679825000000001
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,evaluation,0,Z0,100,1.0,2.9,9.981
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,evaluation,1,X0,100,0.0,nan,-0.15
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,evaluation,2,Y0,100,1.0,1.0,10.0
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,evaluation,3,Z0_X0,100,0.94,8.25531914893617,10.3227
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,evaluation,4,X0_Z0,100,0.93,8.56989247311828,10.229100000000003
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,evaluation,5,Y0_X1,100,1.0,5.46,10.965400000000004
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,evaluation,6,Z0_X0_Y0,100,0.49,11.306122448979592,6.692000000000002
qubit-pauli__plus-i__gru__seed1,qubit-pauli,plus-i,gru,1,evaluation,-1,OVERALL,700,0.7657142857142857,5.71455223880597,8.291457142857144
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,training,0,Z0,62,0.8870967741935484,3.672727272727273,8.830322580645161
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,training,1,X0,65,0.9384615384615385,3.3278688524590163,9.353538461538461
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,training,2,Y0,46,0.9782608695652174,1.8,9.771521739130435
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,training,3,Z0_X0,63,0.8571428571428571,6.462962962962963,9.465079365079367
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,training,4,X0_Z0,64,0.734375,7.9361702127659575,8.10515625
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,training,5,Y0_X1,50,0.84,5.619047619047619,9.327
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,training,6,Z0_X0_Y0,50,0.48,10.708333333333334,6.251
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,training,-1,OVERALL,400,0.82,5.185975609756097,8.7472
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,evaluation,0,Z0,100,1.0,2.94,9.980599999999999
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,evaluation,1,X0,100,1.0,3.64,9.9736
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,evaluation,2,Y0,100,1.0,1.0,10.0
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,evaluation,3,Z0_X0,100,0.97,5.237113402061856,10.664400000000002
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,evaluation,4,X0_Z0,100,0.92,6.978260869565218,10.143000000000002
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,evaluation,5,Y0_X1,100,0.99,4.02020202020202,10.8786
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,evaluation,6,Z0_X0_Y0,100,0.73,10.150684931506849,9.1622
qubit-pauli__plus-i__multi-gru__seed0,qubit-pauli,plus-i,multi-gru,0,evaluation,-1,OVERALL,700,0.9442857142857143,4.609682299546142,10.114628571428572
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,training,0,Z0,55,0.9454545454545454,3.0384615384615383,9.427090909090909
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,training,1,X0,64,0.953125,4.590163934426229,9.49
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,training,2,Y0,57,0.9649122807017544,2.290909090909091,9.63140350877193
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,training,3,Z0_X0,54,0.8703703703703703,7.297872340425532,9.620740740740741
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,training,4,X0_Z0,62,0.7903225806451613,6.612244897959184,8.723387096774195
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,training,5,Y0_X1,53,0.6792452830188679,6.138888888888889,7.509811320754718
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,training,6,Z0_X0_Y0,55,0.34545454545454546,10.473684210526315,4.81109090909091
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,training,-1,OVERALL,400,0.7975,5.175548589341693,8.4946
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,evaluation,0,Z0,100,1.0,2.9,9.981
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,evaluation,1,X0,100,0.0,nan,-0.15
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,evaluation,2,Y0,100,1.0,1.0,10.0
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,evaluation,3,Z0_X0,100,0.96,7.25,10.544
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,evaluation,4,X0_Z0,100,0.98,6.469387755102041,10.753400000000001
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,evaluation,5,Y0_X1,100,1.0,3.88,10.981200000000003
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,evaluation,6,Z0_X0_Y0,100,0.0,nan,-0.15
qubit-pauli__plus-i__multi-gru__seed1,qubit-pauli,plus-i,multi-gru,1,evaluation,-1,OVERALL,700,0.7057142857142857,4.267206477732794,7.422800000000001
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,training,0,wZ0,72,0.9583333333333334,3.3333333333333335,9.554722222222223
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,training,1,wX0,70,0.9142857142857143,3.1875,9.110000000000001
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,training,2,wY0,60,0.8333333333333334,3.82,8.284833333333335
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,training,3,wZ0_wX0,74,0.7567567567567568,5.875,8.408648648648649
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,training,4,wX0_wZ0,64,0.78125,5.7,8.689843750000001
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,training,5,wZ0_wX0_wY0,60,0.5,8.3,6.470833333333333
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,training,-1,OVERALL,400,0.7975,4.664576802507837,8.473425
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,evaluation,0,wZ0,100,0.97,2.7628865979381443,9.6784
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,evaluation,1,wX0,100,0.98,2.857142857142857,9.7788
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,evaluation,2,wY0,100,0.98,2.5816326530612246,9.7815
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,evaluation,3,wZ0_wX0,100,0.85,4.752941176470588,9.445500000000003
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,evaluation,4,wX0_wZ0,100,0.88,5.988636363636363,9.7279
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,evaluation,5,wZ0_wX0_wY0,100,0.47,7.425531914893617,6.3275
qubit-unsharp__mixed__tabular__seed0,qubit-unsharp,mixed,tabular,0,evaluation,-1,OVERALL,600,0.855,4.056530214424951,9.123266666666666
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,training,0,wZ0,64,0.921875,4.440677966101695,9.1753125
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,training,1,wX0,75,0.9733333333333334,2.8219178082191783,9.7116
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,training,2,wY0,66,0.9242424242424242,3.721311475409836,9.205909090909092
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,training,3,wZ0_wX0,75,0.7733333333333333,6.431034482758621,8.586533333333334
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,training,4,wX0_wZ0,57,0.6491228070175439,6.594594594594595,7.2882456140350875
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,training,5,wZ0_wX0_wY0,63,0.5396825396825397,8.470588235294118,6.922698412698414
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,training,-1,OVERALL,400,0.805,4.968944099378882,8.546824999999998
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,evaluation,0,wZ0,100,0.91,2.8131868131868134,9.069999999999999
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,evaluation,1,wX0,100,0.98,2.6122448979591835,9.7812
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,evaluation,2,wY0,100,0.95,3.231578947368421,9.4713
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,evaluation,3,wZ0_wX0,100,0.86,5.255813953488372,9.501900000000001
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,evaluation,4,wX0_wZ0,100,0.74,5.135135135135135,8.269699999999998
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,evaluation,5,wZ0_wX0_wY0,100,0.62,7.209677419354839,7.8013
qubit-unsharp__mixed__tabular__seed1,qubit-unsharp,mixed,tabular,1,evaluation,-1,OVERALL,600,0.8433333333333334,4.146245059288537,8.982566666666667
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,training,0,wZ0,72,0.9444444444444444,3.426470588235294,9.413194444444445
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,training,1,wX0,70,0.9714285714285714,3.25,9.688142857142857
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,training,2,wY0,60,0.8666666666666667,3.4615384615384617,8.625333333333336
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,training,3,wZ0_wX0,74,0.581081081081081,8.720930232558139,6.412837837837839
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,training,4,wX0_wZ0,64,0.6875,7.75,7.539218750000001
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,training,5,wZ0_wX0_wY0,60,0.11666666666666667,10.571428571428571,2.268666666666667
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,training,-1,OVERALL,400,0.705,5.049645390070922,7.41655
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,evaluation,0,wZ0,100,0.99,2.727272727272727,9.881400000000001
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,evaluation,1,wX0,100,0.98,2.663265306122449,9.780700000000001
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,evaluation,2,wY0,100,1.0,2.56,9.9844
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,evaluation,3,wZ0_wX0,100,0.7,7.3,7.668400000000002
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,evaluation,4,wX0_wZ0,100,0.83,7.180722891566265,9.091800000000001
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,evaluation,5,wZ0_wX0_wY0,100,0.57,10.210526315789474,7.259599999999999
qubit-unsharp__mixed__gru__seed0,qubit-unsharp,mixed,gru,0,evaluation,-1,OVERALL,600,0.845,4.883629191321499,8.944383333333333
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,training,0,wZ0,64,0.953125,4.032786885245901,9.4953125
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,training,1,wX0,75,0.9866666666666667,3.2837837837837838,9.842133333333335
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,training,2,wY0,66,0.9545454545454546,2.873015873015873,9.520757575757578
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,training,3,wZ0_wX0,75,0.4,7.233333333333333,4.423733333333334
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,training,4,wX0_wZ0,57,0.15789473684210525,10.222222222222221,1.757017543859649
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,training,5,wZ0_wX0_wY0,63,0.5396825396825397,9.852941176470589,6.931269841269842
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,training,-1,OVERALL,400,0.6775,4.8487084870848705,7.107075
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,evaluation,0,wZ0,100,1.0,3.21,9.9779
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,evaluation,1,wX0,100,0.99,2.3737373737373737,9.8849
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,evaluation,2,wY0,100,0.99,2.8484848484848486,9.8802
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,evaluation,3,wZ0_wX0,100,0.79,7.455696202531645,8.686100000000001
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,evaluation,4,wX0_wZ0,100,0.0,nan,-0.15
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,evaluation,5,wZ0_wX0_wY0,100,0.62,8.516129032258064,7.762900000000002
qubit-unsharp__mixed__gru__seed1,qubit-unsharp,mixed,gru,1,evaluation,-1,OVERALL,600,0.7316666666666667,4.453302961275626,7.673666666666667
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,training,0,wZ0,72,0.9305555555555556,4.3283582089552235,9.264166666666666
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,training,1,wX0,70,0.9857142857142858,3.4347826086956523,9.831
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,training,2,wY0,60,0.9166666666666666,2.981818181818182,9.136
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,training,3,wZ0_wX0,74,0.581081081081081,8.604651162790697,6.440810810810811
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,training,4,wX0_wZ0,64,0.703125,7.911111111111111,7.83765625
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,training,5,wZ0_wX0_wY0,60,0.3,10.666666666666666,4.027500000000001
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,training,-1,OVERALL,400,0.7425,5.417508417508418,7.808075
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,evaluation,0,wZ0,100,0.95,4.252631578947368,9.4616
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,evaluation,1,wX0,100,0.99,2.6161616161616164,9.8825
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,evaluation,2,wY0,100,0.99,2.505050505050505,9.8836
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,evaluation,3,wZ0_wX0,100,0.68,6.455882352941177,7.4825
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,evaluation,4,wX0_wZ0,100,0.85,6.117647058823529,9.4036
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,evaluation,5,wZ0_wX0_wY0,100,0.16,9.4375,1.9351999999999998
qubit-unsharp__mixed__multi-gru__seed0,qubit-unsharp,mixed,multi-gru,0,evaluation,-1,OVERALL,600,0.77,4.374458874458875,8.008166666666666
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,training,0,wZ0,64,0.96875,3.903225806451613,9.6546875
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,training,1,wX0,75,0.9866666666666667,3.054054054054054,9.844399999999998
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,training,2,wY0,66,0.9545454545454546,3.746031746031746,9.512424242424244
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,training,3,wZ0_wX0,75,0.6666666666666666,6.52,7.3474666666666675
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,training,4,wX0_wZ0,57,0.38596491228070173,9.590909090909092,4.30140350877193
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,training,5,wZ0_wX0_wY0,63,0.7142857142857143,8.977777777777778,8.822539682539682
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,training,-1,OVERALL,400,0.79,5.205696202531645,8.340274999999998
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,evaluation,0,wZ0,100,1.0,3.21,9.9779
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,evaluation,1,wX0,100,0.99,2.3737373737373737,9.8849
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,evaluation,2,wY0,100,0.99,2.8484848484848486,9.8802
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,evaluation,3,wZ0_wX0,100,0.87,5.850574712643678,9.618000000000002
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,evaluation,4,wX0_wZ0,100,0.62,6.5,6.8260000000000005
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,evaluation,5,wZ0_wX0_wY0,100,0.75,7.053333333333334,9.2048
qubit-unsharp__mixed__multi-gru__seed1,qubit-unsharp,mixed,multi-gru,1,evaluation,-1,OVERALL,600,0.87,4.365900383141763,9.231966666666667
qubit-pauli-sic__mixed__tabular__seed0,qubit-pauli-sic,mixed,tabular,0,training,0,Z0,47,0.851063829787234,3.275,8.468936170212766
qubit-pauli-sic__mixed__tabular__seed0,qubit-pauli-sic,mixed,tabular,0,training,1,X0,43,0.8372093023255814,4.944444444444445,8.314651162790698
qubit-pauli-sic__mixed__tabular__seed0,qubit-pauli-sic,mixed,tabular,0,training,2,Y0,52,0.8076923076923077,4.357142857142857,8.020961538461538
