goal_id,goal_name,action:Z3,action:F3,action:phase-F3,pair:Z3:0,pair:Z3:1,pair:Z3:2,pair:F3:0,pair:F3:1,pair:F3:2,pair:phase-F3:0,pair:phase-F3:1,pair:phase-F3:2,normalized_steps,success_rate
0,Z0,0.588495575221239,0.41150442477876104,0.0,0.17699115044247787,0.10619469026548672,0.3053097345132743,0.12831858407079647,0.12389380530973451,0.1592920353982301,0.0,0.0,0.0,0.3766666666666667,1.0
1,Z1,0.5769230769230769,0.2692307692307692,0.15384615384615385,0.1423076923076923,0.1423076923076923,0.2923076923076923,0.06923076923076923,0.10384615384615385,0.09615384615384616,0.046153846153846156,0.057692307692307696,0.05,0.43333333333333335,0.925
2,Z2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0
3,F0,0.4152542372881356,0.5847457627118644,0.0,0.1483050847457627,0.1440677966101695,0.1228813559322034,0.15254237288135594,0.25,0.18220338983050846,0.0,0.0,0.0,0.39333333333333337,0.9
4,F1,0.41596638655462187,0.5840336134453782,0.0,0.12605042016806722,0.15126050420168066,0.13865546218487396,0.19747899159663865,0.14705882352941177,0.23949579831932774,0.0,0.0,0.0,0.39666666666666667,0.875
5,Z0_F0,0.5138888888888888,0.4861111111111111,0.0,0.12268518518518519,0.1550925925925926,0.2361111111111111,0.15046296296296297,0.18055555555555555,0.1550925925925926,0.0,0.0,0.0,0.7200000000000001,0.7
6,F0_Z0,0.5333333333333333,0.0,0.4666666666666667,0.16166666666666665,0.14,0.23166666666666666,0.0,0.0,0.0,0.15666666666666668,0.13333333333333333,0.17666666666666667,1.0,0.0
7,Z0_F0_P0,0.5333333333333333,0.4666666666666667,0.0,0.14833333333333334,0.17166666666666666,0.21333333333333335,0.16666666666666666,0.14,0.16,0.0,0.0,0.0,1.0,0.0
