goal_id,goal_name,predicted_steps,empirical_steps_success,success_rate
0,Z0,3.6559762954711914,5.65,1.0
1,Z1,4.577146530151367,5.8108108108108105,0.925
2,Z2,3.5602877140045166,1.0,1.0
3,F0,3.6034913063049316,4.888888888888889,0.9
4,F1,3.0384573936462402,4.6571428571428575,0.875
5,Z0_F0,4.658121109008789,9.0,0.7
6,F0_Z0,5.177243709564209,nan,0.0
7,Z0_F0_P0,4.37030029296875,nan,0.0
