goal_id,progress,place,action,q_value
0,0,0,0,9.195624594224864
0,0,0,1,7.868677503107531
0,0,0,2,8.457044578099858
0,0,0,3,8.956121126109046
0,0,0,4,9.999999999999993
0,0,1,0,3.975133615746899
0,0,1,1,4.003327010439274
0,0,1,2,4.532952054419994
0,0,1,3,9.489999621069703
0,0,1,4,3.341807772981738
0,0,2,0,1.3881179396234329
0,0,2,1,2.1645446317213546
0,0,2,2,2.5696538250698624
0,0,2,3,9.003352265868958
0,0,2,4,0.39376033583776304
0,0,3,0,9.489999999999984
0,0,3,1,7.674252839579868
0,0,3,2,6.819925674464785
0,0,3,3,7.549546029564865
0,0,3,4,7.056181726505179
0,0,4,0,6.979818939790453
0,0,4,1,5.476846923900116
0,0,4,2,3.418754388094108
0,0,4,3,9.005499999999866
0,0,4,4,6.811841692942224
0,0,5,0,2.798384393810287
0,0,5,1,0.9226547658881094
0,0,5,2,1.980231710790533
0,0,5,3,8.544434751299924
0,0,5,4,3.895891105001545
0,0,6,0,9.004794398227764
0,0,6,1,1.3652190553292411
0,0,6,2,2.597910478209341
0,0,6,3,3.1712529833460787
0,0,6,4,2.6815713331069784
0,0,7,0,8.545223196260741
0,0,7,1,0.391531039139897
0,0,7,2,3.2980997280546838
0,0,7,3,4.16801707259865
0,0,7,4,2.009300392132144
0,0,8,0,2.2674380677159487
0,0,8,1,-0.006648419438034644
0,0,8,2,1.137876732451012
0,0,8,3,8.104338688763947
0,0,8,4,0.8745827924249634
0,0,,0,0.0
0,0,,1,0.0
0,0,,2,0.0
0,0,,3,0.0
0,0,,4,0.0
1,0,0,0,5.210351103360998
1,0,0,1,9.489999998318073
1,0,0,2,2.870100987517655
1,0,0,3,5.306563247998221
1,0,0,4,5.506325705248111
1,0,1,0,8.887953578066606
1,0,1,1,7.5947779861667915
1,0,1,2,7.1367937130664405
1,0,1,3,7.67098067349565
1,0,1,4,9.999999999999993
1,0,2,0,1.74232332458265
1,0,2,1,1.365567713121308
1,0,2,2,2.4830428867204297
1,0,2,3,9.487162063386883
1,0,2,4,2.5333836656729805
1,0,3,0,9.00549418691762
1,0,3,1,5.212749803989087
1,0,3,2,1.8816870870513331
1,0,3,3,3.8777502127588592
1,0,3,4,3.5735502158204806
1,0,4,0,9.489999999999608
1,0,4,1,3.321593023866787
1,0,4,2,5.966673545346304
1,0,4,3,6.624956457989493
1,0,4,4,5.9042458114363
1,0,5,0,2.1985790269448118
1,0,5,1,1.7959998879446388
1,0,5,2,0.24918745179908988
1,0,5,3,9.001708447164345
1,0,5,4,2.4062997810282556
1,0,6,0,8.52007573366701
1,0,6,1,1.5470288853982397
1,0,6,2,0.7863159924161949
1,0,6,3,1.264542604776234
1,0,6,4,1.8742209367950853
1,0,7,0,9.005499033820797
1,0,7,1,0.40050715471440557
1,0,7,2,5.681161618320236
1,0,7,3,1.6758571242355482
1,0,7,4,4.69846666772537
1,0,8,0,0.9390699667553347
1,0,8,1,0.6046592118788452
1,0,8,2,0.9044838869632754
1,0,8,3,8.536581103546972
1,0,8,4,1.124283605410714
1,0,,0,0.0
1,0,,1,0.0
1,0,,2,0.0
1,0,,3,0.0
1,0,,4,0.0
2,0,0,0,1.0298715714503763
2,0,0,1,9.005499999581701
2,0,0,2,3.462600167219174
2,0,0,3,5.690694077472309
2,0,0,4,4.918312428262458
2,0,1,0,6.31219049595635
2,0,1,1,9.489999999999984
2,0,1,2,5.667267355488811
2,0,1,3,7.107847640483454
2,0,1,4,6.971186139099976
2,0,2,0,8.835743701550461
2,0,2,1,9.073116281354933
2,0,2,2,7.876367213512731
2,0,2,3,8.26629598151756
2,0,2,4,9.999999999999993
2,0,3,0,8.545219611693405
2,0,3,1,3.6661640094659926
2,0,3,2,3.209363954150735
2,0,3,3,3.175537274938298
2,0,3,4,2.6323225893330093
2,0,4,0,9.004243977101327
2,0,4,1,5.524156772353396
2,0,4,2,2.9483919728881745
2,0,4,3,0.7287319833974055
2,0,4,4,3.140025499250295
2,0,5,0,9.48999999997613
2,0,5,1,5.907160479236348
2,0,5,2,3.4522395973910713
2,0,5,3,5.29808913575395
2,0,5,4,6.8426729022498165
2,0,6,0,8.097087365141743
2,0,6,1,1.487305654155914
2,0,6,2,0.7859210704394685
2,0,6,3,1.0712182914913038
2,0,6,4,2.2761813378046427
2,0,7,0,0.9476107426328322
2,0,7,1,8.543214436562653
2,0,7,2,1.8943885158827047
2,0,7,3,1.5169871028661004
2,0,7,4,2.2506250204250686
2,0,8,0,9.005499459185241
2,0,8,1,4.648889662901881
2,0,8,2,4.801975942301401
2,0,8,3,3.425734018830516
2,0,8,4,5.268248796464695
2,0,,0,0.0
2,0,,1,0.0
2,0,,2,0.0
2,0,,3,0.0
2,0,,4,0.0
3,0,0,0,3.4301233500927264
3,0,0,1,1.8348670218824203
3,0,0,2,9.489421748692925
3,0,0,3,2.7269408089728313
3,0,0,4,4.188120592342906
3,0,1,0,2.2278190807935614
3,0,1,1,1.7041846280502169
3,0,1,2,9.004342819913393
3,0,1,3,1.9585686749074918
3,0,1,4,4.00375119151964
3,0,2,0,1.7490469680906475
3,0,2,1,1.103408435409115
3,0,2,2,8.540875884127075
3,0,2,3,1.4800767918380047
3,0,2,4,0.8183595688845897
3,0,3,0,8.169586280875318
3,0,3,1,8.110885374172053
3,0,3,2,8.619579271762994
3,0,3,3,9.283833758252431
3,0,3,4,9.999999999999993
3,0,4,0,6.574130596712928
3,0,4,1,6.038377928942872
3,0,4,2,6.477362699311641
3,0,4,3,9.489999999999984
3,0,4,4,7.969433139900368
3,0,5,0,2.702372348113072
3,0,5,1,4.561623894857674
3,0,5,2,2.6970861562584627
3,0,5,3,9.005499095499543
3,0,5,4,3.602384292807433
3,0,6,0,9.489968652364356
3,0,6,1,4.615968459626161
3,0,6,2,2.1002080597533377
3,0,6,3,3.310114923929723
3,0,6,4,4.1329356300557025
3,0,7,0,9.005499752948907
3,0,7,1,2.680825239827058
3,0,7,2,4.2337657004742715
3,0,7,3,5.715416255290613
3,0,7,4,4.202680900085053
3,0,8,0,3.015196044031315
3,0,8,1,2.1570337035244833
3,0,8,2,2.801449075964991
3,0,8,3,8.541997634776388
3,0,8,4,2.3456845552529457
3,0,,0,0.0
3,0,,1,0.0
3,0,,2,0.0
3,0,,3,0.0
3,0,,4,0.0
4,0,0,0,2.3057754894452933
4,0,0,1,9.003856621302104
4,0,0,2,2.8095059119247927
4,0,0,3,2.072517447037251
4,0,0,4,0.6081505345552428
4,0,1,0,4.46734974984948
4,0,1,1,5.181787297619378
4,0,1,2,9.489999999985518
4,0,1,3,4.218540636208747
4,0,1,4,5.132134964902105
4,0,2,0,2.5845332282002165
4,0,2,1,1.4127167218657168
4,0,2,2,3.183584231630329
4,0,2,3,9.005086998692377
4,0,2,4,1.700334586191754
4,0,3,0,1.405703373886153
4,0,3,1,9.489252554271314
4,0,3,2,0.5750693119777384
4,0,3,3,2.7252404217357347
4,0,3,4,1.1971607798927553
4,0,4,0,8.14780248102282
4,0,4,1,7.699126216715335
4,0,4,2,7.715234581347261
4,0,4,3,7.293097854119608
4,0,4,4,9.999999999999993
4,0,5,0,3.6229477243780437
4,0,5,1,4.720821431279438
4,0,5,2,1.3594399674243012
4,0,5,3,9.489998996320416
4,0,5,4,2.9902403613148687
4,0,6,0,3.770594348370358
4,0,6,1,9.00223179962945
4,0,6,2,1.212470068787297
4,0,6,3,0.2708991452655763
4,0,6,4,1.6030238641979446
4,0,7,0,9.489999548110957
4,0,7,1,4.074864856168349
4,0,7,2,4.4089629873364125
4,0,7,3,3.557475448541226
4,0,7,4,3.2102980954607476
4,0,8,0,8.99984788412376
4,0,8,1,0.7183662548957276
4,0,8,2,2.4747155727356867
4,0,8,3,2.4658970323087335
4,0,8,4,1.5587868246937289
4,0,,0,0.0
4,0,,1,0.0
4,0,,2,0.0
4,0,,3,0.0
4,0,,4,0.0
5,0,0,0,1.8348565225185105
5,0,0,1,8.538660008122887
5,0,0,2,2.2134418236941933
5,0,0,3,1.653887786314686
5,0,0,4,1.7621201476005464
5,0,1,0,4.8511929021524605
5,0,1,1,3.5764037382276235
5,0,1,2,9.005497486072647
5,0,1,3,3.9794174375934985
5,0,1,4,4.818901719130089
5,0,2,0,0.35284017988122474
5,0,2,1,2.5649480009648107
5,0,2,2,9.487339393282085
5,0,2,3,1.5885131131975931
5,0,2,4,1.4880304911999518
5,0,3,0,0.7182334853837803
5,0,3,1,9.005499873678483
5,0,3,2,0.3646209322087104
5,0,3,3,3.688470247631242
5,0,3,4,3.881119199806049
5,0,4,0,6.279333327455586
5,0,4,1,9.489999999999984
5,0,4,2,7.221133619560492
5,0,4,3,5.504478396045796
5,0,4,4,8.204839741189524
5,0,5,0,6.0919907871809755
5,0,5,1,9.135342546003386
5,0,5,2,7.037510753058951
5,0,5,3,7.660419884362565
5,0,5,4,9.999999999999993
5,0,6,0,8.54364689875966
5,0,6,1,1.7786245078479146
5,0,6,2,0.684067949692073
5,0,6,3,0.17262907500407568
5,0,6,4,1.17763974606362
5,0,7,0,9.004007143903326
5,0,7,1,1.4324608735887472
5,0,7,2,3.452934411936112
5,0,7,3,2.1230343916966508
5,0,7,4,3.4272741534677884
5,0,8,0,9.489650973245093
5,0,8,1,2.4621100317393827
5,0,8,2,0.7734923909957412
5,0,8,3,1.8138754338152863
5,0,8,4,3.3071007331306213
5,0,,0,0.0
5,0,,1,0.0
5,0,,2,0.0
5,0,,3,0.0
5,0,,4,0.0
6,0,0,0,1.1116134892838332
6,0,0,1,0.5862085116890539
6,0,0,2,8.998979287120978
6,0,0,3,2.4963585919839284
6,0,0,4,2.070604387697778
6,0,1,0,0.8198869243253916
6,0,1,1,0.0004454033428354324
6,0,1,2,8.535414165664909
6,0,1,3,3.322297325976374
6,0,1,4,0.5497044312492398
6,0,2,0,0.11838550572540751
6,0,2,1,0.08044193281419351
6,0,2,2,8.051905683433265
6,0,2,3,0.2354849790398515
6,0,2,4,1.6348513119173687
6,0,3,0,2.0363174620947335
6,0,3,1,4.541520759951336
6,0,3,2,9.489999650874564
6,0,3,3,4.057602754787297
6,0,3,4,4.440200441274018
6,0,4,0,3.642992147443788
6,0,4,1,3.9179874738748555
6,0,4,2,9.00549999994796
6,0,4,3,5.899327359812677
6,0,4,4,5.085803572374145
6,0,5,0,1.3641040743571846
6,0,5,1,0.9401641994033658
6,0,5,2,1.4895670414319737
6,0,5,3,8.545186625684142
6,0,5,4,2.354988081270406
6,0,6,0,7.5595768272591854
6,0,6,1,8.105953152791702
6,0,6,2,7.854951375244277
6,0,6,3,8.708964876656536
6,0,6,4,9.999999999999993
6,0,7,0,7.03369266365315
6,0,7,1,2.980365364252229
6,0,7,2,5.8863752048768765
6,0,7,3,9.489999999999984
6,0,7,4,5.258144058441826
6,0,8,0,0.7714257080854823
6,0,8,1,1.249638880299872
6,0,8,2,3.4336370185223952
6,0,8,3,9.001470476697646
6,0,8,4,1.5286901008617497
6,0,,0,0.0
6,0,,1,0.0
6,0,,2,0.0
6,0,,3,0.0
6,0,,4,0.0
7,0,0,0,1.6183167213255216
7,0,0,1,2.831056910963433
7,0,0,2,8.537274198575671
7,0,0,3,1.098050329648912
7,0,0,4,0.4732744233019397
7,0,1,0,2.0868837141678167
7,0,1,1,0.12937817841540433
7,0,1,2,8.997979532150708
7,0,1,3,1.8887998342461045
7,0,1,4,2.1524976898930905
7,0,2,0,1.6279013854244004
7,0,2,1,1.0872170991474257
7,0,2,2,8.53736743053876
7,0,2,3,2.233618009440434
7,0,2,4,1.4225589600475739
7,0,3,0,2.1179828146615876
7,0,3,1,9.005499332927306
7,0,3,2,4.839343162600379
7,0,3,3,2.7777174441096903
7,0,3,4,2.843384574138862
7,0,4,0,3.7367720367310957
7,0,4,1,4.751079016224242
7,0,4,2,9.489999999999684
7,0,4,3,5.6316100625599494
7,0,4,4,4.830808643296787
7,0,5,0,2.82926316999386
7,0,5,1,2.886749087489109
7,0,5,2,9.005497870235763
7,0,5,3,3.187270776347845
7,0,5,4,2.710272531360085
7,0,6,0,2.0288309295736355
7,0,6,1,9.48925141844437
7,0,6,2,1.5579193448886626
7,0,6,3,4.802186138289308
7,0,6,4,2.3852174332266998
7,0,7,0,8.403251944230092
7,0,7,1,8.329798127005411
7,0,7,2,9.059595598164064
7,0,7,3,7.757751567464409
7,0,7,4,9.999999999999993
7,0,8,0,4.1414079702999915
7,0,8,1,6.571472164138634
7,0,8,2,5.694899056177818
7,0,8,3,9.489999999882329
7,0,8,4,5.250219898196621
7,0,,0,0.0
7,0,,1,0.0
7,0,,2,0.0
7,0,,3,0.0
7,0,,4,0.0
8,0,0,0,-0.004085411155104278
8,0,0,1,8.094468935808445
8,0,0,2,1.3795614340832518
8,0,0,3,2.197890960844484
8,0,0,4,2.244148031016741
8,0,1,0,2.1520189153806824
8,0,1,1,8.545222799439033
8,0,1,2,0.6778576359885684
8,0,1,3,1.206091694601481
8,0,1,4,3.702682965884472
8,0,2,0,5.840097094501617
8,0,2,1,5.207231916757797
8,0,2,2,9.005499999519138
8,0,2,3,3.723068401639172
8,0,2,4,4.265890773786829
8,0,3,0,1.5980259587278614
8,0,3,1,2.571595802003027
8,0,3,2,8.54389449673031
8,0,3,3,0.6814556067358946
8,0,3,4,1.10217445025338
8,0,4,0,2.500788749903092
8,0,4,1,9.004226971179094
8,0,4,2,3.4064841009774462
8,0,4,3,1.3185731556503582
8,0,4,4,2.839350593913797
8,0,5,0,7.174445221907227
8,0,5,1,7.8570704481853975
8,0,5,2,9.489999999999984
8,0,5,3,3.9910144663787506
8,0,5,4,6.859992017336874
8,0,6,0,2.304372174964088
8,0,6,1,9.005499421580959
8,0,6,2,2.3645135941482183
8,0,6,3,3.293239685862992
8,0,6,4,4.248716089112516
8,0,7,0,2.643701605546167
8,0,7,1,9.489999999925232
8,0,7,2,5.839650473933562
8,0,7,3,4.20845385939036
8,0,7,4,4.886355574173147
8,0,8,0,8.186903632151608
8,0,8,1,9.116623855973469
8,0,8,2,9.04099760726043
8,0,8,3,7.182143218798687
8,0,8,4,9.999999999999993
8,0,,0,0.0
8,0,,1,0.0
8,0,,2,0.0
8,0,,3,0.0
8,0,,4,0.0
