goal_id,progress,place,action,q_value
0,0,0,0,7.311880310441877
0,0,0,1,6.024162196317905
0,0,0,2,6.766130723765127
0,0,0,3,5.88571303952586
0,0,0,4,8.439846172361573
0,0,0,5,5.960572314672303
0,0,0,6,6.582314258075236
0,0,0,7,8.62341456321258
0,0,0,8,9.999999999999993
0,0,1,0,2.509088553443814
0,0,1,1,0.03475669939892658
0,0,1,2,1.4098315784643973
0,0,1,3,9.489621052401809
0,0,1,4,2.194725027332326
0,0,1,5,1.0291151828515928
0,0,1,6,2.959241385202006
0,0,1,7,2.2091980537211837
0,0,1,8,3.1809859877355606
0,0,2,0,1.3436671967501197
0,0,2,1,1.4651131564071684
0,0,2,2,0.7666219186652159
0,0,2,3,1.5107889856389747
0,0,2,4,2.0906590869671158
0,0,2,5,1.0334228927497189
0,0,2,6,8.754615643275535
0,0,2,7,0.7052645279518889
0,0,2,8,2.940684402736128
0,0,3,0,9.489650024238843
0,0,3,1,1.5870006716195908
0,0,3,2,2.3452957361474427
0,0,3,3,1.1274407732327982
0,0,3,4,4.172364396917996
0,0,3,5,2.8827657347010565
0,0,3,6,1.789018575584789
0,0,3,7,0.3931983450430461
0,0,3,8,0.9601132023853758
0,0,4,0,7.0673368930873215
0,0,4,1,5.389557142324577
0,0,4,2,4.967583553273639
0,0,4,3,4.99151911603487
0,0,4,4,4.038190776252316
0,0,4,5,4.647859602178941
0,0,4,6,4.2313284326766425
0,0,4,7,9.366385971848826
0,0,4,8,7.263290300763302
0,0,5,0,0.606474469018945
0,0,5,1,1.2962940744538254
0,0,5,2,1.0718062984606322
0,0,5,3,8.853153404096616
0,0,5,4,0.03167664956379768
0,0,5,5,0.9107760874015327
0,0,5,6,2.2138761805180702
0,0,5,7,1.9435353483505595
0,0,5,8,1.7213933949622566
0,0,6,0,0.8142358341414646
0,0,6,1,0.2012461329682346
0,0,6,2,0.803318102872395
0,0,6,3,2.063665526239536
0,0,6,4,8.738665306680744
0,0,6,5,3.0333398896772112
0,0,6,6,0.5723407905071065
0,0,6,7,1.4957943567165897
0,0,6,8,0.5116956758755608
0,0,7,0,8.820810609610323
0,0,7,1,1.1609151392264436
0,0,7,2,2.4917417275384395
0,0,7,3,1.601792895717098
0,0,7,4,1.5814318275192463
0,0,7,5,0.8425534605404332
0,0,7,6,0.44117389586034594
0,0,7,7,1.5442454008666888
0,0,7,8,1.7966370874196267
0,0,8,0,1.10941597108588
0,0,8,1,1.7772166952143076
0,0,8,2,1.4883045899184526
0,0,8,3,0.5576415906194728
0,0,8,4,1.8476545734893786
0,0,8,5,1.1720769193862715
0,0,8,6,1.69093094894371
0,0,8,7,8.641550533391023
0,0,8,8,3.9470386766840484
0,0,,0,0.0
0,0,,1,0.0
0,0,,2,0.0
0,0,,3,0.0
0,0,,4,0.0
0,0,,5,0.0
0,0,,6,0.0
