goal_id,progress,place,action,q_value
0,0,0,0,7.849323028452133
0,0,0,1,6.584182019228137
0,0,0,2,6.595616762466642
0,0,0,3,6.004633427645728
0,0,0,4,8.033920631612345
0,0,0,5,5.589738508310854
0,0,0,6,6.62890123228791
0,0,0,7,6.357481291838787
0,0,0,8,9.999999999999993
0,0,1,0,5.0589554980708265
0,0,1,1,1.975721117918967
0,0,1,2,4.706999610408416
0,0,1,3,9.489999999351944
0,0,1,4,5.2709170221097015
0,0,1,5,2.2311309256719354
0,0,1,6,4.083876992237671
0,0,1,7,3.527808918928214
0,0,1,8,2.9234936144199195
0,0,2,0,1.0836074987210802
0,0,2,1,1.2417275224173125
0,0,2,2,0.5340534093735172
0,0,2,3,9.003136363983156
0,0,2,4,0.0959182059793268
0,0,2,5,1.6472463443933734
0,0,2,6,0.8215310496648096
0,0,2,7,0.721106684952538
0,0,2,8,1.5103034487436937
0,0,3,0,9.489999999988358
0,0,3,1,3.5613054699038384
0,0,3,2,0.9189219716594779
0,0,3,3,5.2015391562573265
0,0,3,4,2.4866262194776185
0,0,3,5,2.457451226681953
0,0,3,6,2.827532123363129
0,0,3,7,2.2182908095268186
0,0,3,8,1.0351339037161
0,0,4,0,3.772771708320308
0,0,4,1,1.5808845866277825
0,0,4,2,1.6376497832364156
0,0,4,3,1.70562705814014
0,0,4,4,2.093534393766012
0,0,4,5,0.8654045803581135
0,0,4,6,0.4033725635719513
0,0,4,7,9.42748078792917
0,0,4,8,1.7062604320866728
0,0,5,0,1.3546426140899586
0,0,5,1,0.9450415484850628
0,0,5,2,0.5133046293621962
0,0,5,3,2.0710216278394222
0,0,5,4,0.4955035390896176
0,0,5,5,1.2474616121186768
0,0,5,6,0.0002608019762499997
0,0,5,7,8.895279038621846
0,0,5,8,-0.0014491980237500005
0,0,6,0,8.999708747174196
0,0,6,1,-0.0055437360000000005
0,0,6,2,0.9935360484849032
0,0,6,3,0.9835866381422489
0,0,6,4,1.4310042960425018
0,0,6,5,1.2010101307668208
0,0,6,6,1.5858775800490112
0,0,6,7,1.864243373187136
0,0,6,8,1.3850767727784858
0,0,7,0,2.3140820402111886
0,0,7,1,1.4271534916121955
0,0,7,2,1.6489876597993396
0,0,7,3,2.0165248442772326
0,0,7,4,2.118774114243244
0,0,7,5,1.0093722664243316
0,0,7,6,1.5319208925340582
0,0,7,7,8.884995199393275
0,0,7,8,1.540098531593197
0,0,8,0,1.7906452864793494
0,0,8,1,0.4035874930610472
0,0,8,2,0.8853494656115155
0,0,8,3,8.31716367441832
0,0,8,4,0.5443199165950916
0,0,8,5,1.157793555729761
0,0,8,6,0.8475136050163677
0,0,8,7,1.807161533266662
0,0,8,8,0.6706783979420049
0,0,,0,0.0
0,0,,1,0.0
0,0,,2,0.0
0,0,,3,0.0
0,0,,4,0.0
0,0,,5,0.0
0,0,,6,0.0
0,0,,7,0.0
0,0,,8,0.0
1,0,0,0,2.858128563304312
1,0,0,1,9.489739985811134
1,0,0,2,1.8545246049878918
1,0,0,3,1.7494177475041972
1,0,0,4,1.6938216624647389
1,0,0,5,2.3190072011380374
1,0,0,6,1.9237213446609194
1,0,0,7,1.8707524977603822
1,0,0,8,2.192628998632456
1,0,1,0,8.095555597733142
1,0,1,1,5.505204844785833
1,0,1,2,5.1614832119818335
1,0,1,3,6.298924306273148
1,0,1,4,6.56370382961729
1,0,1,5,5.555876781530907
1,0,1,6,4.671325265217155
1,0,1,7,6.408269500918058
1,0,1,8,9.999999999999993
1,0,2,0,1.8349963416336137
1,0,2,1,1.2282098536715258
1,0,2,2,1.0864066854114012
