goal_id,progress,place,action,q_value
7,0,5,4,2.5374540908707646
7,0,6,0,4.408337244094196
7,0,6,1,9.489999999945844
7,0,6,2,5.466320388551857
7,0,6,3,5.371943332131922
7,0,6,4,5.994938581915873
7,0,7,0,8.068971257862133
7,0,7,1,8.461978761297825
7,0,7,2,8.259652441112767
7,0,7,3,7.653414910900271
7,0,7,4,9.999999999999993
7,0,8,0,5.5823695740371635
7,0,8,1,6.5650583402092035
7,0,8,2,6.99376964481909
7,0,8,3,9.489999999693222
7,0,8,4,6.7765886786711915
7,0,,0,0.0
7,0,,1,0.0
7,0,,2,0.0
7,0,,3,0.0
7,0,,4,0.0
8,0,0,0,0.45896482257904764
8,0,0,1,0.5884731120313748
8,0,0,2,8.103753849213783
8,0,0,3,0.7214779952514772
8,0,0,4,0.8171330291374104
8,0,1,0,1.5793376780223771
8,0,1,1,0.8794957759604916
8,0,1,2,8.536853891044153
8,0,1,3,1.3792279941761907
8,0,1,4,1.4923083241598118
8,0,2,0,2.311111808409022
8,0,2,1,0.025132432586440007
8,0,2,2,9.002609441542191
8,0,2,3,0.6327207819958357
8,0,2,4,0.5976798762077784
8,0,3,0,0.6575432450974296
8,0,3,1,3.635036526584567
8,0,3,2,8.545219470044874
8,0,3,3,2.3926732858490625
8,0,3,4,1.7762849808777976
8,0,4,0,3.422538439341394
8,0,4,1,1.8773886149989163
8,0,4,2,9.005499094226249
8,0,4,3,2.199437946381358
8,0,4,4,1.3980145183551698
8,0,5,0,1.9950621852923394
8,0,5,1,2.8422756319282305
8,0,5,2,9.489999837360271
8,0,5,3,3.5445424807795485
8,0,5,4,2.301810977664032
8,0,6,0,3.0480263631066746
8,0,6,1,9.005499998781719
8,0,6,2,5.472106591231896
8,0,6,3,5.300217709379124
8,0,6,4,4.927876962262947
8,0,7,0,4.9412787818180455
8,0,7,1,9.489999999999984
8,0,7,2,7.78340713588698
8,0,7,3,7.142968569043182
8,0,7,4,7.4908692638089684
8,0,8,0,7.5428795489568845
8,0,8,1,8.040481229934052
8,0,8,2,9.211703423932684
8,0,8,3,7.801982387280359
8,0,8,4,9.999999999999993
8,0,,0,0.0
8,0,,1,0.0
8,0,,2,0.0
8,0,,3,0.0
8,0,,4,0.0
