goal,Z0,X0,Y0,Z0_X0,X0_Z0,Y0_X1,Z0_X0_Y0
Z0,0.0,3.506909860154803,2.4021491621819298,2.5012409430225624,2.4125000780114667,2.0777365115386326,3.07585800248583
X0,3.506909860154803,0.0,2.610647905441442,3.0442453775462908,4.332794478296438,2.537536513054852,2.23859290604003
Y0,2.4021491621819298,2.610647905441442,0.0,2.311276751977876,2.997783044651784,1.79782576672601,3.2383814998916107
Z0_X0,2.5012409430225624,3.0442453775462908,2.311276751977876,0.0,2.1664589820539493,1.4542935883277905,3.031106232174744
X0_Z0,2.4125000780114667,4.332794478296438,2.997783044651784,2.1664589820539493,0.0,2.9600175899817587,3.6078652977209917
Y0_X1,2.0777365115386326,2.537536513054852,1.79782576672601,1.4542935883277905,2.9600175899817587,0.0,2.816902993808218
Z0_X0_Y0,3.07585800248583,2.23859290604003,3.2383814998916107,3.031106232174744,3.6078652977209917,2.816902993808218,0.0
