goal_id,goal_name,predicted_steps,empirical_steps_success,success_rate
0,Z0,3.9310929775238037,2.75,1.0
1,X0,4.431818008422852,nan,0.0
2,Y0,2.4600844383239746,1.0,1.0
3,Z0_X0,4.559691429138184,7.05,1.0
4,X0_Z0,4.540775299072266,6.0256410256410255,0.975
5,Y0_X1,4.450359344482422,3.75,1.0
6,Z0_X0_Y0,4.855583190917969,nan,0.0
