goal_id,goal_name,action:Z,action:X,action:Y,pair:Z:0,pair:Z:1,pair:X:0,pair:X:1,pair:Y:0,pair:Y:1,normalized_steps,success_rate
0,Z0,0.6818181818181818,0.0,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.0,0.0,0.15454545454545454,0.16363636363636364,0.18333333333333332,1.0
1,X0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2,Y0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06666666666666667,1.0
3,Z0_X0,0.35815602836879434,0.5,0.14184397163120568,0.21631205673758866,0.14184397163120568,0.2765957446808511,0.22340425531914893,0.14184397163120568,0.0,0.47,1.0
4,X0_Z0,0.58,0.42,0.0,0.34,0.24,0.204,0.216,0.0,0.0,0.4166666666666667,0.975
5,Y0_X1,0.23333333333333334,0.5,0.26666666666666666,0.08666666666666667,0.14666666666666667,0.23333333333333334,0.26666666666666666,0.26666666666666666,0.0,0.25,1.0
6,Z0_X0_Y0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
