eta,strategy,known_start,episodes,label_success,label_success_se,operational_score,operational_score_se,state_label_success,state_label_success_se,state_operational_score,state_operational_score_se,mean_confidence,posterior_entropy_bits,mean_senses,mean_moves,mean_total_cost,state_mean_moves,state_mean_total_cost
0.8,no-sense,0,1500,0.108,0.008016660437054948,0.3322222222222224,0.006948257051401289,0.108,0.008016660437054948,0.3322222222222224,0.006948257051401289,0.11111111111111112,3.169925001442312,0.0,0.0,1.0,0.0,1.0
0.8,no-sense,1,1500,1.0,0.0,1.0000000000000002,6.3380624519651425e-18,1.0,0.0,1.0000000000000002,6.3380624519651425e-18,1.0,0.0,0.0,1.328,2.328,1.328,2.328
1.0,adaptive-0.25,0,1500,0.3273333333333333,0.012119766525882808,1.0,6.8397480317551385e-18,0.3273333333333333,0.012119766525882808,1.0,6.8397480317551385e-18,0.33333333333333337,2.6416041678685938,1.0,1.3026666666666666,3.3026666666666666,1.3026666666666666,3.3026666666666666
1.0,adaptive-0.32,0,1500,0.3373333333333333,0.012211706988053654,1.0,6.917053785122195e-18,0.3373333333333333,0.012211706988053654,1.0,6.917053785122195e-18,0.3333333333333333,2.6416041678685938,1.0,1.32,3.32,1.32,3.32
1.0,adaptive-0.50,0,1500,0.3506666666666667,0.012324811196027121,0.3286666668825099,0.007253492228466418,0.11466666666666667,0.008229457097781783,1.0,6.838144903165965e-18,0.3333333333333333,2.6416041678685938,6.0,1.35,8.35,1.2926666666666666,8.292666666666667
1.0,fixed-1,0,1500,0.324,0.012087737957918052,1.0,7.013464736846853e-18,0.324,0.012087737957918052,1.0,7.013464736846853e-18,0.3333333333333333,2.6416041678685938,1.0,1.3393333333333333,3.3393333333333333,1.3393333333333333,3.3393333333333333
1.0,fixed-3,0,1500,0.37466666666666665,0.012501942625714139,0.42511111269134894,0.0080435873390256,0.13533333333333333,0.008835394215433149,1.0,6.7428857224249166e-18,0.3333333333333333,2.6416041678685938,3.0,1.3273333333333333,5.327333333333334,1.374,5.374
1.0,fixed-5,0,1500,0.3333333333333333,0.012175671622863087,0.35555555572732056,0.0073301633070947765,0.11733333333333333,0.008312051990152983,1.0,6.739633003604467e-18,0.3333333333333333,2.6416041678685938,5.0,1.3106666666666666,7.310666666666667,1.3426666666666667,7.342666666666666
1.0,no-sense,0,1500,0.11666666666666667,0.008291534039500118,0.3315555555555557,0.007230467460048676,0.11666666666666667,0.008291534039500118,0.3315555555555557,0.007230467460048676,0.11111111111111112,3.169925001442312,0.0,0.0,1.0,0.0,1.0
1.0,no-sense,1,1500,1.0,0.0,1.0000000000000002,6.261487771452694e-18,1.0,0.0,1.0000000000000002,6.261487771452694e-18,1.0,0.0,0.0,1.36,2.36,1.36,2.36
