goal,wZ0,wX0,wY0,wZ0_wX0,wX0_wZ0,wZ0_wX0_wY0
wZ0,0.0,1.7473707586496054,1.747132230550077,1.0622613850488138,0.789346396840486,1.0631537102303823
wX0,1.7473707586496054,0.0,1.7347184209452347,0.8336041361686107,1.3281338194285304,1.166466855093931
wY0,1.747132230550077,1.7347184209452347,0.0,1.5236331841508226,1.3679734995272748,1.0572745419668328
wZ0_wX0,1.0622613850488138,0.8336041361686107,1.5236331841508226,0.0,0.5450511398313872,0.5625323047012625
wX0_wZ0,0.789346396840486,1.3281338194285304,1.3679734995272748,0.5450511398313872,0.0,0.40016030274246733
wZ0_wX0_wY0,1.0631537102303823,1.166466855093931,1.0572745419668328,0.5625323047012625,0.40016030274246733,0.0
