goal_id,goal_name,predicted_steps,empirical_steps_success,success_rate
0,wZ0,4.275815010070801,2.875,1.0
1,wX0,3.0509352684020996,2.225,1.0
2,wY0,3.9531421661376953,2.2,1.0
3,wZ0_wX0,3.1864421367645264,4.90625,0.8
4,wX0_wZ0,4.935497283935547,5.655172413793103,0.725
5,wZ0_wX0_wY0,4.0778279304504395,6.636363636363637,0.825
