goal_id,goal_name,action:weak-Z,action:weak-X,action:weak-Y,pair:weak-Z:0,pair:weak-Z:1,pair:weak-X:0,pair:weak-X:1,pair:weak-Y:0,pair:weak-Y:1,normalized_steps,success_rate
0,wZ0,1.0,0.0,0.0,0.34782608695652173,0.6521739130434783,0.0,0.0,0.0,0.0,0.19166666666666668,1.0
1,wX0,0.0,1.0,0.0,0.0,0.0,0.449438202247191,0.550561797752809,0.0,0.0,0.14833333333333334,1.0
2,wY0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.5454545454545454,0.14666666666666667,1.0
3,wZ0_wX0,0.4187725631768953,0.5595667870036101,0.021660649819494584,0.18050541516245489,0.23826714801444043,0.21660649819494585,0.34296028880866425,0.010830324909747292,0.010830324909747292,0.46166666666666667,0.8
4,wX0_wZ0,0.6048632218844985,0.21580547112462006,0.17933130699088146,0.3343465045592705,0.270516717325228,0.11550151975683891,0.10030395136778116,0.0851063829787234,0.09422492401215805,0.5483333333333333,0.725
5,wZ0_wX0_wY0,0.3611111111111111,0.2808641975308642,0.35802469135802467,0.18518518518518517,0.17592592592592593,0.14814814814814814,0.13271604938271606,0.12345679012345678,0.2345679012345679,0.5399999999999999,0.825
