0.085,0.075,0.155,0.1,0.06,0.125,0.22,0.05,0.13
0.045,0.095,0.115,0.185,0.05,0.145,0.195,0.085,0.085
0.09,0.06,0.135,0.115,0.065,0.16,0.205,0.075,0.095
0.085,0.07,0.13,0.13,0.05,0.135,0.235,0.04,0.125
0.085,0.085,0.14,0.13,0.05,0.125,0.22,0.065,0.1
0.06,0.05,0.14,0.145,0.05,0.12,0.24,0.04,0.155
0.07,0.09,0.09,0.155,0.065,0.125,0.175,0.09,0.14
0.065,0.065,0.115,0.145,0.035,0.18,0.2,0.105,0.09
0.04,0.04,0.14,0.155,0.05,0.11,0.235,0.08,0.15
