0,1,1,1,1.882352941,2,1,2,1.882352941
1,0,1,2,1,1.882352941,1.882352941,1,2
1,1,0,1.882352941,2,1,2,1.882352941,1
1,2,1.882352941,0,1,1,1,1.882352941,2
1.882352941,1,2,1,0,1,2,1,1.882352941
2,1.882352941,1,1,1,0,1.882352941,2,1
1,1.882352941,2,1,2,1.882352941,0,1,1
2,1,1.882352941,1.882352941,1,2,1,0,1
1.882352941,2,1,2,1.882352941,1,1,1,0
