memory,sharpness,immediate_mi_bits,score,bellman_iterations,symmetry_residual,diagonal_residual,minimum_offdiagonal,maximum_triangle_violation,is_metric,torus_correlation,best_scale,relative_rmse_after_scale,edge_mean,edge_spread,diagonal_mean,diagonal_spread,strict_shell_margin,heldout_diagonal_additivity_error
0.7,0.8,0.050793013772686135,0.31084932856468556,0,0.0,0.0,1.417233560090703,0.0,True,1.0,1.2811791383219955,0.05499613322031961,1.4172335600907031,0.0,2.494331065759637,0.0,1.0770975056689343,0.13636363636363655
0.5499999999999999,1.0,0.1132331253245202,0.3108171147771085,0,0.0,0.0,1.664932362122789,0.0,True,0.9999999999999998,1.4401664932362126,0.08017041955356452,1.6649323621227892,0.0,2.767950052029137,0.0,1.103017689906348,0.20300751879699255
0.6,0.9500000000000001,0.09192399071188014,0.31052344363581325,0,0.0,0.0,1.5756026680205175,0.0,True,1.0,1.3833791425220143,0.07157660010028609,1.5756026680205177,0.0,2.670646522294777,0.0,1.0950438542742598,0.17994100294985266
0.7499999999999999,0.65,0.029156589472554256,0.30661215493734795,0,0.0,0.0,1.350773000955625,0.0,True,0.9999999999999998,1.2376457621255914,0.047451870824475155,1.3507730009556247,0.0,2.4187279048361656,0.0,1.0679549038805407,0.11692844677137863
0.7999999999999999,0.4,0.00959938131098986,0.30515637219035074,0,0.0,0.0,1.291322314049587,0.0,True,1.0,1.1983471074380168,0.040369502044702764,1.291322314049587,0.0,2.3502066115702487,0.0,1.0588842975206612,0.09890109890109901
0.7999999999999999,0.35,0.007490072354742969,0.29924055179663933,0,0.0,0.0,1.2962276175696452,0.0,True,0.9999999999999998,1.2016030014870611,0.040966507398809575,1.2962276175696452,0.0,2.35589369493283,0.0,1.0596660773631847,0.1004126547455297
0.6499999999999999,0.85,0.0660219357740671,0.29805359548645044,0,0.0,0.0,1.5009064067597073,0.0,True,1.0,1.3354314754144496,0.06398552182309042,1.5009064067597073,0.0,2.58812548515627,0.0,1.0872190783965627,0.15984052192823497
0.7,0.75,0.045255946837850364,0.29710050491637874,0,0.0,0.0,1.4257072844731569,0.0,True,0.9999999999999998,1.2867008242370241,0.05593144160842029,1.4257072844731566,0.0,2.503898418355982,0.0,1.078191133882825,0.13879003558718842
0.7499999999999999,0.6,0.025226222986614186,0.29657860072439407,0,0.0,0.0,1.3573381091526062,0.0,True,0.9999999999999998,1.2419643698746345,0.048214098854585184,1.3573381091526064,0.0,2.4262418701102835,0.0,1.0689037609576773,0.11888111888111913
0.7999999999999999,0.30000000000000004,0.0056133789259546875,0.2937865768271869,0,0.0,0.0,1.301160924691697,0.0,True,1.0,1.2048750162645112,0.041564573153190114,1.301160924691697,0.0,2.36160707831543,0.0,1.0604461536237328,0.10192837465564748
