goal,wZ0,wX0,wY0,wZ0_wX0,wX0_wZ0,wZ0_wX0_wY0
wZ0,0.0,1.6279279416751464,2.835410528276963,3.260399406096257,2.512199712790805,2.797269488283386
wX0,1.6279279416751464,0.0,3.406693275491244,2.9049899878875403,2.9162312491746403,3.5001380279308036
wY0,2.835410528276963,3.406693275491244,0.0,3.163084295417724,1.821959928794853,1.3190922674946213
wZ0_wX0,3.260399406096257,2.9049899878875403,3.163084295417724,0.0,1.8631483211899786,2.7854631320276884
wX0_wZ0,2.512199712790805,2.9162312491746403,1.821959928794853,1.8631483211899786,0.0,1.7522754569428538
wZ0_wX0_wY0,2.797269488283386,3.5001380279308036,1.3190922674946213,2.7854631320276884,1.7522754569428538,0.0
