goal_id,goal_name,horizon,success_probability
0,wZ0,1,0.0
0,wZ0,2,0.45
0,wZ0,3,0.45
0,wZ0,4,0.6
0,wZ0,5,0.6
0,wZ0,6,0.775
0,wZ0,7,0.775
0,wZ0,8,0.875
0,wZ0,9,0.875
0,wZ0,10,0.9
0,wZ0,11,0.9
0,wZ0,12,0.925
0,wZ0,13,0.925
0,wZ0,14,0.975
0,wZ0,15,0.975
1,wX0,1,0.5
1,wX0,2,0.575
1,wX0,3,0.7
1,wX0,4,0.75
1,wX0,5,0.825
1,wX0,6,0.875
1,wX0,7,0.875
1,wX0,8,0.9
1,wX0,9,0.925
1,wX0,10,0.925
1,wX0,11,0.925
1,wX0,12,0.95
1,wX0,13,0.975
1,wX0,14,0.975
1,wX0,15,0.975
2,wY0,1,0.425
2,wY0,2,0.725
2,wY0,3,0.75
2,wY0,4,0.775
2,wY0,5,0.825
2,wY0,6,0.85
2,wY0,7,0.875
2,wY0,8,0.9
2,wY0,9,0.925
2,wY0,10,0.925
2,wY0,11,0.925
2,wY0,12,0.975
2,wY0,13,1.0
2,wY0,14,1.0
2,wY0,15,1.0
3,wZ0_wX0,1,0.0
3,wZ0_wX0,2,0.0
3,wZ0_wX0,3,0.075
3,wZ0_wX0,4,0.15
3,wZ0_wX0,5,0.175
3,wZ0_wX0,6,0.25
3,wZ0_wX0,7,0.3
3,wZ0_wX0,8,0.35
3,wZ0_wX0,9,0.4
3,wZ0_wX0,10,0.45
3,wZ0_wX0,11,0.475
3,wZ0_wX0,12,0.5
3,wZ0_wX0,13,0.5
3,wZ0_wX0,14,0.525
3,wZ0_wX0,15,0.55
4,wX0_wZ0,1,0.0
4,wX0_wZ0,2,0.25
4,wX0_wZ0,3,0.25
4,wX0_wZ0,4,0.425
4,wX0_wZ0,5,0.425
4,wX0_wZ0,6,0.525
4,wX0_wZ0,7,0.525
4,wX0_wZ0,8,0.55
4,wX0_wZ0,9,0.575
4,wX0_wZ0,10,0.65
4,wX0_wZ0,11,0.7
4,wX0_wZ0,12,0.7
4,wX0_wZ0,13,0.75
4,wX0_wZ0,14,0.75
4,wX0_wZ0,15,0.775
5,wZ0_wX0_wY0,1,0.0
5,wZ0_wX0_wY0,2,0.0
5,wZ0_wX0_wY0,3,0.0
5,wZ0_wX0_wY0,4,0.0
5,wZ0_wX0_wY0,5,0.05
5,wZ0_wX0_wY0,6,0.05
5,wZ0_wX0_wY0,7,0.05
5,wZ0_wX0_wY0,8,0.05
5,wZ0_wX0_wY0,9,0.05
5,wZ0_wX0_wY0,10,0.075
5,wZ0_wX0_wY0,11,0.075
5,wZ0_wX0_wY0,12,0.1
5,wZ0_wX0_wY0,13,0.125
5,wZ0_wX0_wY0,14,0.125
5,wZ0_wX0_wY0,15,0.175
