goal,wZ0,wX0,wY0,wZ0_wX0,wX0_wZ0,wZ0_wX0_wY0
wZ0,0.0,0.17217111742322294,0.42460000277419274,0.15585244196243717,0.22838098594182424,0.3601926598357625
wX0,0.17217111742322294,0.0,0.4787764472913239,0.18306096085103385,0.3107925275963079,0.43036568213894266
wY0,0.42460000277419274,0.4787764472913239,0.0,0.3248314308388604,0.212410739925803,0.08172241331362055
wZ0_wX0,0.15585244196243717,0.18306096085103385,0.3248314308388604,0.0,0.1404522982897699,0.2679882058821639
wX0_wZ0,0.22838098594182424,0.3107925275963079,0.212410739925803,0.1404522982897699,0.0,0.14560614895773347
wZ0_wX0_wY0,0.3601926598357625,0.43036568213894266,0.08172241331362055,0.2679882058821639,0.14560614895773347,0.0
