goal_id,goal_name,predicted_steps,empirical_steps_success,success_rate
0,wZ0,3.8360209465026855,4.717948717948718,0.975
1,wX0,3.497891902923584,3.0256410256410255,0.975
2,wY0,5.891045093536377,3.125,1.0
3,wZ0_wX0,4.582810401916504,7.454545454545454,0.55
4,wX0_wZ0,5.6475934982299805,5.870967741935484,0.775
5,wZ0_wX0_wY0,5.494214057922363,10.714285714285714,0.175
